"Bloque","Aplicacion","tProcesamiento","dInicio","dFin"
"Bloque 0","-",0,0,0
"Bloque 1","Aplicacion 1",0.67212681049456,0,10
"Bloque 2","Aplicacion 1",0.0926737803849627,3,11
"Bloque 3","Aplicacion 1",0.745775004848838,0,6
"Bloque 4","Aplicacion 1",3.0195083684202,3,11
"Bloque 1","Aplicacion 2",1.28501594881527,15,23
"Bloque 2","Aplicacion 2",0.243301715236157,17,19
"Bloque 3","Aplicacion 2",1.30792123847641,15,25
"Bloque 4","Aplicacion 2",3.0778828425214,15,17
"Bloque 1","Aplicacion 3",0.365261733297929,25,31
"Bloque 2","Aplicacion 3",3.34516227659456,27,37
"Bloque 3","Aplicacion 3",0.281624157866463,25,29
"Bloque 4","Aplicacion 3",0.686834930581972,30,32
"Bloque 1","Aplicacion 4",0.17596920329362,40,42
"Bloque 2","Aplicacion 4",0.151973093301058,38,40
"Bloque 3","Aplicacion 4",0.565391076542437,40,50
"Bloque 4","Aplicacion 4",0.332846529968083,42,44
