"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.788033984891223
"Bloque 2","Bloque 0",1.05380552558605
"Bloque 3","Bloque 0",0.981623867016223
"Bloque 4","Bloque 0",1.38479737517542
"Bloque 0","Bloque 1",0.788033984891223
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.378159295121269
"Bloque 3","Bloque 1",1.67416813745067
"Bloque 4","Bloque 1",1.52517136654692
"Bloque 0","Bloque 2",1.05380552558605
"Bloque 1","Bloque 2",0.378159295121269
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",1.9399396781455
"Bloque 4","Bloque 2",1.79094290724175
"Bloque 0","Bloque 3",0.981623867016223
"Bloque 1","Bloque 3",1.67416813745067
"Bloque 2","Bloque 3",1.9399396781455
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.403173508159195
"Bloque 0","Bloque 4",1.38479737517542
"Bloque 1","Bloque 4",1.52517136654692
"Bloque 2","Bloque 4",1.79094290724175
"Bloque 3","Bloque 4",0.403173508159195
"Bloque 4","Bloque 4",0
