"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.951694053450796
"Bloque 2","Bloque 0",1.30896427058007
"Bloque 3","Bloque 0",0.630132996205911
"Bloque 4","Bloque 0",0.974994293353168
"Bloque 0","Bloque 1",0.951694053450796
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.357270217129274
"Bloque 3","Bloque 1",0.731652093534601
"Bloque 4","Bloque 1",1.35230982622421
"Bloque 0","Bloque 2",1.30896427058007
"Bloque 1","Bloque 2",0.357270217129274
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.678831274374159
"Bloque 4","Bloque 2",1.2698430021874
"Bloque 0","Bloque 3",0.630132996205911
"Bloque 1","Bloque 3",0.731652093534601
"Bloque 2","Bloque 3",0.678831274374159
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.620657732689607
"Bloque 0","Bloque 4",0.974994293353168
"Bloque 1","Bloque 4",1.35230982622421
"Bloque 2","Bloque 4",1.2698430021874
"Bloque 3","Bloque 4",0.620657732689607
"Bloque 4","Bloque 4",0
