"Bloque","Aplicacion","tProcesamiento","dInicio","dFin"
"Bloque 0","-",0,0,0
"Bloque 1","Aplicacion 1",0.276266166195273,4,14
"Bloque 2","Aplicacion 1",1.54875394883181,3,5
"Bloque 3","Aplicacion 1",0.375270089507103,3,13
"Bloque 4","Aplicacion 1",0.862943094173327,2,12
"Bloque 5","Aplicacion 1",0.572151666614424,1,9
"Bloque 6","Aplicacion 1",0.728083384037018,5,13
"Bloque 7","Aplicacion 1",2.5650369127625,4,12
"Bloque 8","Aplicacion 1",0.519577949680388,2,12
"Bloque 9","Aplicacion 1",0.975106702315712,4,6
"Bloque 10","Aplicacion 1",2.0670367463415,4,8
"Bloque 11","Aplicacion 1",0.885342552462473,1,3
"Bloque 12","Aplicacion 1",1.25089634696289,0,2
"Bloque 13","Aplicacion 1",1.05424286792602,1,7
"Bloque 14","Aplicacion 1",1.04930326151277,4,14
"Bloque 15","Aplicacion 1",0.142891781777143,5,11
"Bloque 16","Aplicacion 1",0.482186144962907,0,8
"Bloque 17","Aplicacion 1",0.0972039297223091,2,4
"Bloque 18","Aplicacion 1",1.31224324549164,4,14
"Bloque 19","Aplicacion 1",0.142631609128828,3,11
"Bloque 20","Aplicacion 1",0.768889375256892,2,10
"Bloque 21","Aplicacion 1",1.87168881510547,4,14
"Bloque 22","Aplicacion 1",1.73285455546605,4,14
"Bloque 23","Aplicacion 1",0.702092524990439,5,7
"Bloque 24","Aplicacion 1",1.88740160622046,4,14
"Bloque 25","Aplicacion 1",0.783941322751343,0,6
"Bloque 26","Aplicacion 1",0.783664470724761,1,11
"Bloque 27","Aplicacion 1",1.16667337496667,0,6
"Bloque 28","Aplicacion 1",1.92759498049667,2,10
"Bloque 29","Aplicacion 1",0.243181458301842,3,9
"Bloque 30","Aplicacion 1",0.928881252134099,3,9
"Bloque 31","Aplicacion 1",0.375288760791035,2,8
"Bloque 32","Aplicacion 1",0.219911091215909,1,9
"Bloque 33","Aplicacion 1",0.447935329377651,2,8
"Bloque 34","Aplicacion 1",0.513705353684263,4,12
"Bloque 35","Aplicacion 1",0.226004588976502,0,4
"Bloque 1","Aplicacion 2",2.42026455505485,18,24
"Bloque 2","Aplicacion 2",0.193497959664091,18,28
"Bloque 3","Aplicacion 2",0.71220035655424,15,21
"Bloque 4","Aplicacion 2",0.441597677767277,15,21
"Bloque 5","Aplicacion 2",0.0746133056934923,15,23
"Bloque 6","Aplicacion 2",0.732520122686401,17,23
"Bloque 7","Aplicacion 2",1.15039624980556,15,19
"Bloque 8","Aplicacion 2",0.804217183822766,15,17
"Bloque 9","Aplicacion 2",0.556244410853833,14,20
"Bloque 10","Aplicacion 2",3.17510827409484,16,24
"Bloque 11","Aplicacion 2",0.11748431989087,11,15
"Bloque 12","Aplicacion 2",1.38911344533913,12,18
"Bloque 13","Aplicacion 2",2.94932033682622,13,17
"Bloque 14","Aplicacion 2",0.0536367554454748,19,23
"Bloque 15","Aplicacion 2",1.33289626287519,19,29
"Bloque 16","Aplicacion 2",0.774401113482633,14,20
"Bloque 17","Aplicacion 2",0.601339837070554,13,21
"Bloque 18","Aplicacion 2",0.711910444358364,14,20
"Bloque 19","Aplicacion 2",2.9412674404905,16,26
"Bloque 20","Aplicacion 2",1.09042532854746,15,17
"Bloque 21","Aplicacion 2",1.30348864420982,15,25
"Bloque 22","Aplicacion 2",0.674556316481903,15,23
"Bloque 23","Aplicacion 2",0.100993818463758,20,22
"Bloque 24","Aplicacion 2",0.704963756259531,15,17
"Bloque 25","Aplicacion 2",2.0379970500028,13,17
"Bloque 26","Aplicacion 2",1.87162030309692,11,13
"Bloque 27","Aplicacion 2",1.16242879151006,10,14
"Bloque 28","Aplicacion 2",0.616520629227351,15,17
"Bloque 29","Aplicacion 2",0.521431039502603,13,21
"Bloque 30","Aplicacion 2",3.28304216481812,17,25
"Bloque 31","Aplicacion 2",0.150938347587362,12,14
"Bloque 32","Aplicacion 2",0.653899346170723,11,13
"Bloque 33","Aplicacion 2",1.43680534031369,17,21
"Bloque 34","Aplicacion 2",0.766069340426475,19,25
"Bloque 35","Aplicacion 2",1.85351338263855,15,21
"Bloque 1","Aplicacion 3",1.47843525851692,31,33
"Bloque 2","Aplicacion 3",2.18787112747481,31,37
"Bloque 3","Aplicacion 3",0.63730483100152,27,33
"Bloque 4","Aplicacion 3",0.996504472285191,30,34
"Bloque 5","Aplicacion 3",0.966214560666933,28,30
"Bloque 6","Aplicacion 3",0.544879345223308,32,40
"Bloque 7","Aplicacion 3",2.70761466830747,28,32
"Bloque 8","Aplicacion 3",3.90591025630337,25,29
"Bloque 9","Aplicacion 3",0.881486363520303,25,31
"Bloque 10","Aplicacion 3",0.0310834139585495,26,30
"Bloque 11","Aplicacion 3",3.80586906353336,25,27
"Bloque 12","Aplicacion 3",0.0755011992529035,25,29
"Bloque 13","Aplicacion 3",1.82913016890338,25,35
"Bloque 14","Aplicacion 3",0.00158071218476651,33,37
"Bloque 15","Aplicacion 3",0.261445855535567,29,33
