"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.854228203126842
"Bloque 2","Bloque 0",1.0021118719036
"Bloque 3","Bloque 0",0.914094314903193
"Bloque 4","Bloque 0",0.820766093074575
"Bloque 5","Bloque 0",1.02953496047546
"Bloque 6","Bloque 0",0.835565776831011
"Bloque 7","Bloque 0",0.831372922796228
"Bloque 8","Bloque 0",1.81024489916248
"Bloque 9","Bloque 0",1.38677697179063
"Bloque 10","Bloque 0",1.65243413898234
"Bloque 11","Bloque 0",1.41778038352113
"Bloque 12","Bloque 0",1.40184508500403
"Bloque 13","Bloque 0",1.41299558744417
"Bloque 14","Bloque 0",1.84013673351668
"Bloque 15","Bloque 0",1.73337239251228
"Bloque 16","Bloque 0",1.35505489051611
"Bloque 17","Bloque 0",1.39526470792835
"Bloque 18","Bloque 0",1.49781348096807
"Bloque 19","Bloque 0",2.10869770084129
"Bloque 20","Bloque 0",1.55418321412816
"Bloque 21","Bloque 0",1.78379706996928
"Bloque 22","Bloque 0",0.706068010459188
"Bloque 23","Bloque 0",0.707887797793035
"Bloque 24","Bloque 0",0.898126329534586
"Bloque 25","Bloque 0",0.0743422903040321
"Bloque 26","Bloque 0",0.489001170248043
"Bloque 27","Bloque 0",0.400133934005432
"Bloque 28","Bloque 0",0.778344041801555
"Bloque 29","Bloque 0",1.14617260045058
"Bloque 30","Bloque 0",0.78424573331018
"Bloque 31","Bloque 0",0.709230002723333
"Bloque 32","Bloque 0",0.665408990410207
"Bloque 33","Bloque 0",0.651720119199827
"Bloque 34","Bloque 0",0.708859239839514
"Bloque 35","Bloque 0",0.656121613397908
"Bloque 0","Bloque 1",0.854228203126842
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.319877444286808
"Bloque 3","Bloque 1",0.0598661117763516
"Bloque 4","Bloque 1",0.196885872801578
"Bloque 5","Bloque 1",0.175306757348619
"Bloque 6","Bloque 1",0.417058738361201
"Bloque 7","Bloque 1",0.412865884326419
"Bloque 8","Bloque 1",0.956016696035633
"Bloque 9","Bloque 1",0.532548768663792
"Bloque 10","Bloque 1",0.798205935855503
"Bloque 11","Bloque 1",0.610831143557442
"Bloque 12","Bloque 1",0.875491655908548
"Bloque 13","Bloque 1",0.558767384317332
"Bloque 14","Bloque 1",0.985908530389843
"Bloque 15","Bloque 1",2.58760059563912
"Bloque 16","Bloque 1",2.20928309364295
"Bloque 17","Bloque 1",2.2494929110552
"Bloque 18","Bloque 1",2.35204168409491
"Bloque 19","Bloque 1",2.96292590396813
"Bloque 20","Bloque 1",2.408411417255
"Bloque 21","Bloque 1",2.63802527309612
"Bloque 22","Bloque 1",0.76906506543019
"Bloque 23","Bloque 1",1.12639483626284
"Bloque 24","Bloque 1",0.954062545239001
"Bloque 25","Bloque 1",0.838659137190557
"Bloque 26","Bloque 1",0.601502555423242
"Bloque 27","Bloque 1",0.690865998087419
"Bloque 28","Bloque 1",0.754597435813152
"Bloque 29","Bloque 1",2.00040080357742
"Bloque 30","Bloque 1",1.26418739124551
"Bloque 31","Bloque 1",1.56345820585017
"Bloque 32","Bloque 1",1.18957143546203
"Bloque 33","Bloque 1",1.39536159654351
"Bloque 34","Bloque 1",1.56308744296636
"Bloque 35","Bloque 1",1.51034981652475
"Bloque 0","Bloque 2",1.0021118719036
"Bloque 1","Bloque 2",0.319877444286808
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.297958915282421
"Bloque 4","Bloque 2",0.181345778829029
"Bloque 5","Bloque 2",0.215912345056132
"Bloque 6","Bloque 2",0.330935271620453
"Bloque 7","Bloque 2",0.32230150278973
"Bloque 8","Bloque 2",0.808133027258871
"Bloque 9","Bloque 2",0.713126507537275
"Bloque 10","Bloque 2",0.713875098475183
"Bloque 11","Bloque 2",0.93070858784425
"Bloque 12","Bloque 2",1.19536910019536
"Bloque 13","Bloque 2",0.685723380681899
"Bloque 14","Bloque 2",0.838024861613081
"Bloque 15","Bloque 2",2.73548426441589
"Bloque 16","Bloque 2",2.35716676241971
"Bloque 17","Bloque 2",2.39737657983196
"Bloque 18","Bloque 2",2.49992535287167
"Bloque 19","Bloque 2",3.11080957274489
"Bloque 20","Bloque 2",2.55629508603177
"Bloque 21","Bloque 2",2.78590894187288
"Bloque 22","Bloque 2",1.088942509717
"Bloque 23","Bloque 2",1.44627228054965
"Bloque 24","Bloque 2",1.27393998952581
"Bloque 25","Bloque 2",0.986542805967319
"Bloque 26","Bloque 2",0.92137999971005
"Bloque 27","Bloque 2",1.01074344237423
"Bloque 28","Bloque 2",1.07447488009996
"Bloque 29","Bloque 2",2.14828447235418
"Bloque 30","Bloque 2",1.41207106002227
