"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",0.217860582328516,0.636367620798326
"Bloque 2",0.131863694573493,0.870248177330111
"Bloque 3",0.236834373714498,0.677259941188695
"Bloque 4",0.102686590901594,0.718079502172981
"Bloque 5",0.253531411387488,0.776003549087973
"Bloque 6",-0.0821945882739296,0.753371188557081
"Bloque 7",-0.0757812768411773,0.755591645955051
"Bloque 8",0.806933850856157,1.00331104830632
"Bloque 9",0.680759498285646,0.706017473504988
"Bloque 10",0.813962377350455,0.83847176163189
"Bloque 11",0.805052244304381,0.612728139216749
"Bloque 12",0.929414851221382,0.472430233782643
"Bloque 13",0.680167242684728,0.732828344759446
"Bloque 14",0.824634145588608,1.01550258792808
"Bloque 15",-0.559814099336748,-1.17355829317553
"Bloque 16",-0.637501327990844,-0.717553562525264
"Bloque 17",-0.605698222327075,-0.789566485601279
"Bloque 18",-0.74924893809985,-0.748564542868216
"Bloque 19",-0.941394100532059,-1.16730360030923
"Bloque 20",-0.619260125069949,-0.934923089058214
"Bloque 21",-0.620968051301045,-1.16282901866823
"Bloque 22",0.528313018709784,0.177754991749404
"Bloque 23",0.524952360453722,-0.182935437339313
"Bloque 24",0.716840918151889,0.181285411382697
"Bloque 25",0.0449556781201585,-0.0293866121838735
"Bloque 26",0.335998343600737,0.153002826647305
"Bloque 27",0.336246446811521,0.0638874871939115
"Bloque 28",0.557217219572449,0.221126822229106
"Bloque 29",-0.737114627421435,-0.409057973029141
"Bloque 30",-0.597102460714423,0.187143272595758
"Bloque 31",-0.703134283583297,-0.00609571914003555
"Bloque 32",-0.500376111372698,0.165032879037509
"Bloque 33",-0.59642675630825,0.0552933628915772
"Bloque 34",-0.574189931533364,-0.13466930830615
"Bloque 35",-0.444240338777004,-0.211881274620904
