"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",1.54596387296747
"Bloque 2","Bloque 0",1.51088039719202
"Bloque 3","Bloque 0",1.40724631548341
"Bloque 4","Bloque 0",2.02387443531325
"Bloque 0","Bloque 1",1.54596387296747
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.332892316640315
"Bloque 3","Bloque 1",1.91315735557088
"Bloque 4","Bloque 1",2.52978547540072
"Bloque 0","Bloque 2",1.51088039719202
"Bloque 1","Bloque 2",0.332892316640315
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",1.75609332987417
"Bloque 4","Bloque 2",2.19689315876041
"Bloque 0","Bloque 3",1.40724631548341
"Bloque 1","Bloque 3",1.91315735557088
"Bloque 2","Bloque 3",1.75609332987417
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.616628119829841
"Bloque 0","Bloque 4",2.02387443531325
"Bloque 1","Bloque 4",2.52978547540072
"Bloque 2","Bloque 4",2.19689315876041
"Bloque 3","Bloque 4",0.616628119829841
"Bloque 4","Bloque 4",0
