"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",-0.603583031136331,0.522859495292271
"Bloque 2",-0.514302774886533,0.365872442035281
"Bloque 3",-0.886721190512597,0.500434889045749
"Bloque 4",-1.01521420323157,0.234232963106097
"Bloque 5",-0.627516836610196,0.539245831349001
"Bloque 6",-0.816371090219933,0.604787359384179
"Bloque 7",-0.501111904034733,0.451540536691464
"Bloque 8",-0.638400973517677,0.622907039774438
"Bloque 9",-0.701786270692708,0.545842698734858
"Bloque 10",-0.634354689994652,0.393436290017716
"Bloque 11",-0.54781297576337,0.560174203459185
"Bloque 12",-0.823117944042213,0.215215348993121
"Bloque 13",-0.559159277086061,0.694057932051943
"Bloque 14",-0.742340687148304,0.366790624114849
"Bloque 15",-0.71367481178143,0.634173118537551
"Bloque 16",-0.968776136022841,0.607984166668675
"Bloque 17",-0.506522107647699,0.393859266604048
"Bloque 18",-0.54309927141459,0.271817106056978
"Bloque 19",-0.731187734253375,0.388924676465507
"Bloque 20",-0.558715070744567,0.372135893374837
"Bloque 21",-0.655963215625942,0.537152603427449
"Bloque 22",-0.904147853128686,0.550340876406162
"Bloque 23",-0.699000113980505,0.469273170885579
"Bloque 24",-0.688047474531153,0.495229133915086
"Bloque 25",-0.808205263531753,0.155453751854153
"Bloque 26",-0.447016845070199,0.420740513491126
"Bloque 27",-0.761371594676626,0.72502260123863
"Bloque 28",-0.757034901237917,0.295605890073725
"Bloque 29",-0.560137826402127,0.558945982525284
"Bloque 30",-0.85241833529454,0.439380742692477
"Bloque 31",0.785137409478159,-0.424296982847312
"Bloque 32",0.768521869674787,-0.310620612230618
"Bloque 33",0.778839470325762,-0.505558526311087
"Bloque 34",0.610565469679725,-0.33992556005657
"Bloque 35",0.40358909198005,-0.353320317376047
"Bloque 36",0.592892645978944,-0.597209562796349
"Bloque 37",0.398358163763779,-0.319140598130504
"Bloque 38",0.573244311334237,-0.556957549666896
"Bloque 39",0.431751645725569,-0.411403514372638
"Bloque 40",0.405262436639078,-0.131244207622258
"Bloque 41",0.576975416495104,-0.352821941194804
"Bloque 42",0.468344989058367,-0.356693234927991
"Bloque 43",0.82300819341508,-0.157949551310705
"Bloque 44",0.610892096894541,-0.628713171264483
"Bloque 45",0.594713679558402,-0.339741164483585
"Bloque 46",0.712716275742916,-0.452734977150278
"Bloque 47",0.516747801048862,-0.200689770556614
"Bloque 48",0.811453087530737,-0.522462109240035
"Bloque 49",0.621756864537975,-0.301693784491131
"Bloque 50",0.398891256577727,-0.39460351548741
"Bloque 51",0.428423167291894,-0.267065198536484
"Bloque 52",0.657941713017889,-0.56487669517242
"Bloque 53",0.177910074578414,-0.569048988434312
"Bloque 54",0.717277264612859,-0.104194341466492
"Bloque 55",0.594909666194926,-0.393777737797446
"Bloque 56",0.557117206605865,-0.347385754251009
"Bloque 57",0.597624305418239,-0.386600259266603
"Bloque 58",0.711960655322824,-0.313713361996904
"Bloque 59",0.488422288205081,-0.270577515767494
"Bloque 60",0.464888643145598,-0.51023450739021
"Bloque 61",-0.0649267429882419,0.633297849368914
"Bloque 62",0.22077979859976,0.891310849719974
"Bloque 63",0.101395674439494,0.449694516832157
"Bloque 64",0.181519485459864,0.884870885393495
"Bloque 65",0.20776571503035,0.295099178481305
"Bloque 66",0.173501819542254,0.562873421258755
"Bloque 67",0.0381829387216829,0.657199486665669
"Bloque 68",0.398976139112474,0.430696384237399
"Bloque 69",0.254041870347525,0.661332720024848
"Bloque 70",0.342287823722879,0.588611879413923
"Bloque 71",0.0872200965460542,0.656963996570755
"Bloque 72",0.178374817213184,0.715921922453929
"Bloque 73",0.294423023107986,0.406620071312928
"Bloque 74",0.333685300808532,0.528536290281788
"Bloque 75",0.232022471684515,0.803217160207354
"Bloque 76",0.0317375963490531,0.674981997122399
"Bloque 77",0.304444856871785,0.828597917367084
"Bloque 78",-0.0639296202178543,0.696258376232584
"Bloque 79",0.218406286666932,0.694301294650297
"Bloque 80",0.070508781451579,0.571110413558934
"Bloque 81",0.289270416889751,0.582528270144891
"Bloque 82",0.249499139279284,0.911746986873434
"Bloque 83",0.256957466804481,0.551352400254933
"Bloque 84",0.0960265408761381,1.07658531265281
"Bloque 85",0.0340893916226304,0.562194269756713
"Bloque 86",0.213494953893085,0.636333714042094
"Bloque 87",0.323324155563023,0.697438991118675
"Bloque 88",-0.0199892232964625,0.761019201671427
"Bloque 89",0.376613399409496,0.505095362252717
"Bloque 90",0.346919656986715,0.759330188154353
"Bloque 91",-0.616017161281554,-1.0422419324447
"Bloque 92",-0.473349645769401,-0.68421569115728
"Bloque 93",-0.558357112641657,-1.27358654522833
"Bloque 94",-0.60421573100724,-0.877290265813096
"Bloque 95",-0.334993365576424,-1.0284848970232
"Bloque 96",-0.664396362157763,-0.971321457916549
"Bloque 97",-0.407172050251939,-1.06673827385843
"Bloque 98",-0.680757792580497,-1.04893500471518
"Bloque 99",-0.497593254158383,-0.739548111510949
"Bloque 100",-0.251818563688597,-0.964133430103185
"Bloque 101",-0.484196638565954,-1.12016095302016
"Bloque 102",-0.548057605945493,-0.901481463513686
"Bloque 103",-0.71139361623095,-0.626270808635568
"Bloque 104",-0.470435057008548,-1.19891655384164
"Bloque 105",-0.401993254618618,-0.898952174724699
"Bloque 106",-0.202016970648025,-0.70360637604622
"Bloque 107",-0.735751767716659,-0.813578550848219
"Bloque 108",-0.450830373941054,-1.09476279180828
"Bloque 109",-0.505354741206137,-0.844591163428557
"Bloque 110",-0.269368874340328,-1.03093575208183
"Bloque 111",-0.601894196240326,-1.30714873280374
"Bloque 112",-0.62799784554998,-0.763707864512364
"Bloque 113",-0.389891859094305,-1.09517599103602
"Bloque 114",-0.437351350075232,-0.965683062463072
"Bloque 115",-0.544384197173994,-0.990616599005058
"Bloque 116",-0.586090837148114,-0.828886503969246
"Bloque 117",-0.451579980688681,-1.10668531536812
"Bloque 118",-0.287944496934781,-0.920304595363606
"Bloque 119",-0.426557192899942,-0.894310695287965
"Bloque 120",-0.597494902268628,-1.06905241754003
"Bloque 121",0.71139925774676,0.818462888080143
"Bloque 122",1.09031279079716,0.978466128755306
"Bloque 123",0.619234473617248,0.841755336828083
"Bloque 124",0.533887990588401,0.779820775649593
"Bloque 125",0.681106591060384,1.12386554532757
"Bloque 126",0.67965955343689,0.971604136327316
"Bloque 127",0.50184457199971,0.875960381039
"Bloque 128",0.848142853331076,0.95015104258415
"Bloque 129",0.730994654807645,1.11107290135803
"Bloque 130",0.656786345134586,1.11562216584825
"Bloque 131",0.703745813339285,0.943088182437345
"Bloque 132",0.639124246969693,1.1659949754887
