"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.925313385448318
"Bloque 2","Bloque 0",0.944233304039959
"Bloque 3","Bloque 0",0.808004046442839
"Bloque 4","Bloque 0",0.616187623987278
"Bloque 5","Bloque 0",0.827695261502916
"Bloque 6","Bloque 0",0.595769314311748
"Bloque 7","Bloque 0",1.05541241952226
"Bloque 8","Bloque 0",0.461723945072018
"Bloque 9","Bloque 0",1.01270901774776
"Bloque 10","Bloque 0",0.87750594245254
"Bloque 11","Bloque 0",1.15959610878877
"Bloque 12","Bloque 0",1.32708624861643
"Bloque 0","Bloque 1",0.925313385448318
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.296842193799725
"Bloque 3","Bloque 1",0.352493438153104
"Bloque 4","Bloque 1",0.30912576146104
"Bloque 5","Bloque 1",1.64437763583919
"Bloque 6","Bloque 1",1.41245168864802
"Bloque 7","Bloque 1",1.4024301742271
"Bloque 8","Bloque 1",1.14592189767072
"Bloque 9","Bloque 1",1.93802240319607
"Bloque 10","Bloque 1",1.39004649895746
"Bloque 11","Bloque 1",1.90590093653721
"Bloque 12","Bloque 1",1.59885089659218
"Bloque 0","Bloque 2",0.944233304039959
"Bloque 1","Bloque 2",0.296842193799725
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.13622925759712
"Bloque 4","Bloque 2",0.328045680052681
"Bloque 5","Bloque 2",1.34753544203947
"Bloque 6","Bloque 2",1.1156094948483
"Bloque 7","Bloque 2",1.10558798042737
"Bloque 8","Bloque 2",0.849079703870995
"Bloque 9","Bloque 2",1.95694232178772
"Bloque 10","Bloque 2",1.4089664175491
"Bloque 11","Bloque 2",1.92482085512885
"Bloque 12","Bloque 2",1.61777081518382
"Bloque 0","Bloque 3",0.808004046442839
"Bloque 1","Bloque 3",0.352493438153104
"Bloque 2","Bloque 3",0.13622925759712
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.191816422455561
"Bloque 5","Bloque 3",1.29188419768609
"Bloque 6","Bloque 3",1.05995825049492
"Bloque 7","Bloque 3",1.04993673607399
"Bloque 8","Bloque 3",0.793428459517616
"Bloque 9","Bloque 3",1.8207130641906
"Bloque 10","Bloque 3",1.27273715995198
"Bloque 11","Bloque 3",1.78859159753173
"Bloque 12","Bloque 3",1.4815415575867
"Bloque 0","Bloque 4",0.616187623987278
"Bloque 1","Bloque 4",0.30912576146104
"Bloque 2","Bloque 4",0.328045680052681
"Bloque 3","Bloque 4",0.191816422455561
"Bloque 4","Bloque 4",0
"Bloque 5","Bloque 4",1.43305670730181
"Bloque 6","Bloque 4",1.20113076011064
"Bloque 7","Bloque 4",1.19110924568971
"Bloque 8","Bloque 4",0.934600969133335
"Bloque 9","Bloque 4",1.62889664173504
"Bloque 10","Bloque 4",1.08092073749642
"Bloque 11","Bloque 4",1.59677517507617
"Bloque 12","Bloque 4",1.28972513513114
"Bloque 0","Bloque 5",0.827695261502916
"Bloque 1","Bloque 5",1.64437763583919
"Bloque 2","Bloque 5",1.34753544203947
"Bloque 3","Bloque 5",1.29188419768609
"Bloque 4","Bloque 5",1.43305670730181
"Bloque 5","Bloque 5",0
