"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",0.870997879892297,-0.0543155055560212
"Bloque 2",0.732036742288255,-0.212196561751705
"Bloque 3",0.636096491313005,-0.171907555129834
"Bloque 4",0.610774534893084,-0.00541308909419386
"Bloque 5",-0.330573552796438,-0.497121708706478
"Bloque 6",-0.0451608672031118,-0.550608447108637
"Bloque 7",0.234832309815719,-0.820580109706543
"Bloque 8",0.0662422108687865,-0.395481734203231
"Bloque 9",-0.0861851980580256,0.926523819689731
"Bloque 10",0.2063864144717,0.67111952798084
"Bloque 11",0.0895042788499416,1.07009182993883
"Bloque 12",0.326774368736287,1.00031187988015
