"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",0.699137768824072,0.107931733810723
"Bloque 2",1.09426285226332,0.097198168632139
"Bloque 3",0.809696688295698,0.0117391517521328
"Bloque 4",1.08082688506422,0.502235477572043
"Bloque 5",0.795654174037016,0.243496813598502
"Bloque 6",0.691469283773642,0.178920046513941
"Bloque 7",0.827847060383198,0.0248162089624514
"Bloque 8",-0.126167493334815,-0.202501054948752
"Bloque 9",-0.250327012860563,-0.171930819087134
"Bloque 10",-0.233708680847284,-0.31242517430787
"Bloque 11",-0.237013464304071,-0.162099927292504
"Bloque 12",-0.0608880142221668,0.104686201681046
"Bloque 13",-0.382179605464475,-0.467707277468646
"Bloque 14",-0.47565507258705,0.0577370457114817
"Bloque 15",0.518090692716728,0.813580588057458
"Bloque 16",0.286145844831425,0.448262189767755
"Bloque 17",0.424829954918841,0.900889496877917
"Bloque 18",0.134807645029393,0.754038805314714
"Bloque 19",0.459797413232366,0.669555812704614
"Bloque 20",0.728756514487207,0.655024877690612
"Bloque 21",0.566597682409813,0.851122554304579
"Bloque 22",-0.163388125175476,-0.501944839674843
"Bloque 23",-0.0213991552818235,-0.533300478105912
"Bloque 24",0.130678058960619,-0.650419369244082
"Bloque 25",0.200236696388491,-0.737557318569369
"Bloque 26",0.0738408063971936,-0.334818466278565
"Bloque 27",0.0893709245444025,-0.397391453491227
"Bloque 28",0.0315821269848293,-0.524439751320432
"Bloque 29",-0.251301745473616,0.267838426818332
"Bloque 30",-0.295430966820587,0.00920632954148798
"Bloque 31",-0.434887620985123,-0.227118353521647
"Bloque 32",-0.235142122647317,-0.212575862449864
"Bloque 33",0.103697881243339,-0.035131726799881
"Bloque 34",-0.0384935446242542,-0.213617066741552
"Bloque 35",-0.180746761818951,-0.307568819332425
