"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",1.26663976923689
"Bloque 2","Bloque 0",1.55457556503964
"Bloque 3","Bloque 0",0.960386071820298
"Bloque 4","Bloque 0",1.2966596024662
"Bloque 5","Bloque 0",1.36993107909629
"Bloque 6","Bloque 0",0.965076775045671
"Bloque 7","Bloque 0",1.1959395094653
"Bloque 8","Bloque 0",1.31179197542259
"Bloque 9","Bloque 0",0.884398300651777
"Bloque 10","Bloque 0",1.25544465798465
"Bloque 11","Bloque 0",1.62165206516324
"Bloque 12","Bloque 0",1.65568296720644
"Bloque 13","Bloque 0",1.4583300013574
"Bloque 14","Bloque 0",1.75574780787125
"Bloque 15","Bloque 0",1.28859161542314
"Bloque 0","Bloque 1",1.26663976923689
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.287935795802752
"Bloque 3","Bloque 1",0.361427700270397
"Bloque 4","Bloque 1",0.0452887197658776
"Bloque 5","Bloque 1",0.65718943988372
"Bloque 6","Bloque 1",0.983693064850931
"Bloque 7","Bloque 1",1.39335471536598
"Bloque 8","Bloque 1",1.10102136660823
"Bloque 9","Bloque 1",1.29550701707114
"Bloque 10","Bloque 1",1.03923372048175
"Bloque 11","Bloque 1",0.444418874144321
"Bloque 12","Bloque 1",0.462105661419351
"Bloque 13","Bloque 1",0.534749426744035
"Bloque 14","Bloque 1",1.0565098078597
"Bloque 15","Bloque 1",0.7905348874809
"Bloque 0","Bloque 2",1.55457556503964
"Bloque 1","Bloque 2",0.287935795802752
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.594189493219343
"Bloque 4","Bloque 2",0.257915962573439
"Bloque 5","Bloque 2",0.480011382033218
"Bloque 6","Bloque 2",0.806515007000429
"Bloque 7","Bloque 2",1.21617665751548
"Bloque 8","Bloque 2",0.923843308757726
"Bloque 9","Bloque 2",1.11832895922064
"Bloque 10","Bloque 2",0.86205566263125
