"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",1.45557805574529
"Bloque 2","Bloque 0",1.9332664322589
"Bloque 3","Bloque 0",1.82997936827539
"Bloque 4","Bloque 0",1.61112703068779
"Bloque 5","Bloque 0",1.68406958490017
"Bloque 6","Bloque 0",1.54720692416788
"Bloque 7","Bloque 0",1.96339915577354
"Bloque 8","Bloque 0",1.1279586450534
"Bloque 9","Bloque 0",0.623571989986419
"Bloque 10","Bloque 0",1.48163948594897
"Bloque 11","Bloque 0",0.750858683288629
"Bloque 12","Bloque 0",1.07029240789651
"Bloque 13","Bloque 0",1.05181874852678
"Bloque 14","Bloque 0",1.08326399103924
"Bloque 15","Bloque 0",0.902742175721525
"Bloque 16","Bloque 0",1.03159863472456
"Bloque 17","Bloque 0",0.770476279713547
"Bloque 18","Bloque 0",1.3245956030193
"Bloque 19","Bloque 0",0.983198741884712
"Bloque 20","Bloque 0",1.23581036153832
"Bloque 21","Bloque 0",1.23879312810595
"Bloque 22","Bloque 0",1.24319952374223
"Bloque 23","Bloque 0",1.29535644362614
"Bloque 24","Bloque 0",0.912826164915827
"Bloque 25","Bloque 0",0.862090077480121
"Bloque 26","Bloque 0",1.18076958088928
"Bloque 27","Bloque 0",1.08168567637995
"Bloque 28","Bloque 0",1.07306841807915
"Bloque 29","Bloque 0",1.51984768115042
"Bloque 30","Bloque 0",1.60495929455255
"Bloque 31","Bloque 0",1.09931780126522
"Bloque 32","Bloque 0",1.62522509535276
"Bloque 33","Bloque 0",1.3876338251056
"Bloque 34","Bloque 0",1.45720248140452
"Bloque 35","Bloque 0",1.46425189479004
"Bloque 0","Bloque 1",1.45557805574529
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.477688376513607
"Bloque 3","Bloque 1",0.374401312530096
"Bloque 4","Bloque 1",0.293778473296403
"Bloque 5","Bloque 1",0.485788930748852
"Bloque 6","Bloque 1",0.539835269163757
"Bloque 7","Bloque 1",0.588083184000314
"Bloque 8","Bloque 1",0.327619410691896
"Bloque 9","Bloque 1",0.832006065758872
"Bloque 10","Bloque 1",0.254919352313245
"Bloque 11","Bloque 1",0.704719372456663
"Bloque 12","Bloque 1",0.385285647848781
"Bloque 13","Bloque 1",0.403759307218507
"Bloque 14","Bloque 1",0.372314064706053
"Bloque 15","Bloque 1",1.13534618037392
"Bloque 16","Bloque 1",1.04346022854864
"Bloque 17","Bloque 1",1.01167208370029
"Bloque 18","Bloque 1",1.33645719684339
"Bloque 19","Bloque 1",0.995060335708795
"Bloque 20","Bloque 1",1.2476719553624
"Bloque 21","Bloque 1",1.25065472193004
"Bloque 22","Bloque 1",2.69877757948752
"Bloque 23","Bloque 1",2.75093449937143
"Bloque 24","Bloque 1",2.36840422066112
"Bloque 25","Bloque 1",2.31766813322541
"Bloque 26","Bloque 1",2.63634763663458
"Bloque 27","Bloque 1",2.53726373212524
"Bloque 28","Bloque 1",2.52864647382444
"Bloque 29","Bloque 1",2.97542573689571
"Bloque 30","Bloque 1",3.06053735029784
"Bloque 31","Bloque 1",2.55489585701051
"Bloque 32","Bloque 1",3.08080315109805
"Bloque 33","Bloque 1",2.84321188085089
"Bloque 34","Bloque 1",2.91278053714981
"Bloque 35","Bloque 1",2.91982995053533
"Bloque 0","Bloque 2",1.9332664322589
"Bloque 1","Bloque 2",0.477688376513607
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.103287063983511
"Bloque 4","Bloque 2",0.322139401571108
"Bloque 5","Bloque 2",0.24919684735873
"Bloque 6","Bloque 2",0.386059508091016
"Bloque 7","Bloque 2",0.171277482925215
