"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",-0.733719824784688,0.721858230960604
"Bloque 2",-1.18096686357904,0.752299568679858
"Bloque 3",-1.08164638321159,0.748332985063801
"Bloque 4",-0.958383548904138,0.652743481783652
"Bloque 5",-1.09086005473655,0.593209530163617
"Bloque 6",-1.04945189357786,0.497755030590021
"Bloque 7",-1.28167196679897,0.681727188974571
"Bloque 8",-0.718831988620042,0.409126656433354
"Bloque 9",-0.304341708995848,0.319230280990571
"Bloque 10",-0.874210216043148,0.60742926990582
"Bloque 11",-0.238240925793172,0.512617757495457
"Bloque 12",-0.495762788374439,0.574529619522071
"Bloque 13",-0.491696962755662,0.560121785771122
"Bloque 14",-0.560461249716742,0.522802741322497
"Bloque 15",0.291255150175079,0.611487025546446
"Bloque 16",0.0660736438036654,0.965524990920894
"Bloque 17",0.163285153834273,0.607191125879274
"Bloque 18",0.228377168019948,1.09621843499935
"Bloque 19",0.138022464747068,0.845176277137644
"Bloque 20",0.394645620654085,0.841164740884231
"Bloque 21",0.309810066275435,0.928983061830519
"Bloque 22",0.435783844244276,-0.807415679497951
"Bloque 23",0.261162120044132,-1.034194323582
"Bloque 24",0.203529057637861,-0.709297107277966
"Bloque 25",0.264546923151668,-0.597543154328453
"Bloque 26",0.373924335887508,-0.806845245001775
"Bloque 27",0.337371032614046,-0.744314643765904
"Bloque 28",0.50672553643307,-0.566342881646077
"Bloque 29",1.05284170619571,-0.467005974954711
"Bloque 30",1.03489057689077,-0.570068717661786
"Bloque 31",0.788285077461218,-0.311032723804005
"Bloque 32",1.0612384636554,-0.563986631697365
"Bloque 33",0.837492337629876,-0.55014148747572
"Bloque 34",0.979220262330884,-0.477982219073636
"Bloque 35",1.2047811307963,-0.259470763993742
