"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.849288991037752
"Bloque 2","Bloque 0",1.14614826378108
"Bloque 3","Bloque 0",0.797999159510389
"Bloque 4","Bloque 0",1.17643194712811
"Bloque 5","Bloque 0",0.862100501527715
"Bloque 6","Bloque 0",0.513752176147412
"Bloque 7","Bloque 0",0.367822236158162
"Bloque 8","Bloque 0",0.525572178498543
"Bloque 9","Bloque 0",0.330190856310247
"Bloque 10","Bloque 0",0.0944134199045809
"Bloque 11","Bloque 0",1.10837775027528
"Bloque 12","Bloque 0",0.869272096471476
"Bloque 13","Bloque 0",1.02968679038242
"Bloque 14","Bloque 0",0.923103194306463
"Bloque 15","Bloque 0",0.697668145220917
"Bloque 0","Bloque 1",0.849288991037752
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.674958019675978
"Bloque 3","Bloque 1",0.442183518969938
"Bloque 4","Bloque 1",0.403352382575989
"Bloque 5","Bloque 1",0.461258466625105
"Bloque 6","Bloque 1",0.432704799518231
"Bloque 7","Bloque 1",1.21711122719591
"Bloque 8","Bloque 1",0.323716812539209
"Bloque 9","Bloque 1",0.519098134727505
"Bloque 10","Bloque 1",0.88622442677665
"Bloque 11","Bloque 1",1.00283850724912
"Bloque 12","Bloque 1",0.54197832891353
"Bloque 13","Bloque 1",0.720403517270027
"Bloque 14","Bloque 1",0.728744200865845
"Bloque 15","Bloque 1",0.458637810866312
"Bloque 0","Bloque 2",1.14614826378108
"Bloque 1","Bloque 2",0.674958019675978
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.37826165363381
"Bloque 4","Bloque 2",0.271605637099989
"Bloque 5","Bloque 2",0.284047762253366
"Bloque 6","Bloque 2",1.10766281919421
"Bloque 7","Bloque 2",1.51397049993924
"Bloque 8","Bloque 2",0.638152359924235
"Bloque 9","Bloque 2",0.834826143086056
"Bloque 10","Bloque 2",1.18308369951998
"Bloque 11","Bloque 2",1.6777965269251
"Bloque 12","Bloque 2",1.21693634858951
"Bloque 13","Bloque 2",1.39536153694601
"Bloque 14","Bloque 2",1.40370222054182
"Bloque 15","Bloque 2",1.13359583054229
"Bloque 0","Bloque 3",0.797999159510389
"Bloque 1","Bloque 3",0.442183518969938
"Bloque 2","Bloque 3",0.37826165363381
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.40854533698084
"Bloque 5","Bloque 3",0.0942138913804437
"Bloque 6","Bloque 3",0.874888318488169
"Bloque 7","Bloque 3",1.13570884630543
