"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",-0.246736675248651,-0.602552315789102
"Bloque 2",-0.0576873017823259,-1.08846096199876
"Bloque 3",0.0150562746815589,-0.78294288482883
"Bloque 4",-0.208631962005836,-0.967799985122276
"Bloque 5",-0.0225131971810797,-0.839587304346635
"Bloque 6",-0.295320667562596,-0.218431508584816
"Bloque 7",0.215717503017816,0.152104733140346
"Bloque 8",-0.0664754391031744,-0.459096739395369
"Bloque 9",-0.067121669589937,-0.26306918672031
"Bloque 10",-0.0287389920828416,0.0656744278217393
"Bloque 11",-0.877700308491974,-0.230677441783303
"Bloque 12",-0.527717392422277,-0.341554704049198
"Bloque 13",-0.697137333555997,-0.332549456826421
"Bloque 14",-0.648015877315928,-0.275087316990534
"Bloque 15",-0.400245157773389,-0.297422987447528
