"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",1.03455432292776,0.415391796678237
"Bloque 2",1.21582218213327,0.59371079608796
"Bloque 3",1.21190410646523,0.754905247778582
"Bloque 4",0.86692392783349,0.603748902904817
"Bloque 5",0.790852400196066,0.455081985313894
"Bloque 6",0.710653928383973,0.697524079193524
"Bloque 7",0.575600209952169,0.441079745267298
"Bloque 8",0.673383162526714,0.488387205033072
"Bloque 9",0.853341945863576,0.393549192899922
"Bloque 10",0.593015185960529,0.422153411513431
"Bloque 11",-0.252195996788208,0.843142409483471
"Bloque 12",-0.317648072616017,1.11598730124122
"Bloque 13",-0.511816986732868,0.847502680432789
"Bloque 14",-0.453438441668779,1.12810672067325
"Bloque 15",-0.459491854993408,0.949807074692754
