"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",0.242103224673896,-0.0538152533087379
"Bloque 2",0.103534323149258,0.069215126364512
"Bloque 3",0.526781194527876,0.147084933544573
"Bloque 4",0.215919353377013,0.415765235036091
"Bloque 5",0.256753307191619,0.228632877063184
"Bloque 6",0.359916466641305,0.297227849269517
"Bloque 7",0.304210835455403,0.351311085774993
"Bloque 8",-0.769452032304434,0.330655682093497
"Bloque 9",-0.911988879306588,0.198413561664878
"Bloque 10",-0.602662053709444,0.153917949207347
"Bloque 11",-0.632425157303353,0.61227566050871
"Bloque 12",-0.848909164795188,0.162093424533333
"Bloque 13",-1.03336893632543,0.165756053745979
"Bloque 14",-1.30968767265189,0.285518829822376
"Bloque 15",-0.208190823050666,-0.536558805974636
"Bloque 16",-0.248973104995584,-0.5289185717842
"Bloque 17",-0.049990265190582,-0.542874896920507
"Bloque 18",-0.0400363213909328,-0.481331593240581
"Bloque 19",-0.152249132645958,-0.503443253341301
"Bloque 20",-0.0108676226765874,-0.437695946246175
"Bloque 21",-0.104601840609192,-0.128179446941552
"Bloque 22",-0.634053463598337,0.843582814888093
"Bloque 23",-0.57714910820659,0.958858914989456
"Bloque 24",-0.519856154413532,0.433686020247541
"Bloque 25",-0.932714717346585,0.417274568307904
"Bloque 26",-0.93613430328638,0.962902087781897
"Bloque 27",-0.594222383831676,0.465172789604908
"Bloque 28",-0.362643012398378,0.781716626906752
"Bloque 29",-0.890189389074712,-0.339662205809587
"Bloque 30",-0.776342971112366,0.129062430328345
"Bloque 31",-0.702728226374282,0.0478959373868672
"Bloque 32",-0.781868663197021,0.240138486952692
"Bloque 33",-0.447016955717277,0.325115098318774
"Bloque 34",-0.69460367808334,0.274355194547916
"Bloque 35",-0.460301153400175,0.133057088053558
