"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",-0.257975526748055,0.313487034753121
"Bloque 2",-0.331450322267089,0.501715488325775
"Bloque 3",-0.12570802802945,0.536172565646496
"Bloque 4",-0.334127498367313,0.489139857860121
"Bloque 5",-0.541542914414514,0.752513800348599
"Bloque 6",-0.323041798757226,0.704553674829106
"Bloque 7",-0.313450718752757,0.69004896655966
"Bloque 8",-0.512174101454249,0.721239878075121
"Bloque 9",-0.151006632266539,0.241554432159832
"Bloque 10",-0.425774543543799,0.131116814426489
"Bloque 11",-0.734160254902657,0.036652791212851
"Bloque 12",-0.544665115670293,-0.047605014010993
