"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.571462561501176
"Bloque 2","Bloque 0",0.833165810592864
"Bloque 3","Bloque 0",0.661880593675945
"Bloque 4","Bloque 0",0.823267356227434
"Bloque 5","Bloque 0",1.29405671476311
"Bloque 6","Bloque 0",1.02759547358633
"Bloque 7","Bloque 0",1.00349968531242
"Bloque 8","Bloque 0",1.23341397952937
"Bloque 9","Bloque 0",0.392561064426371
"Bloque 10","Bloque 0",0.556891357970288
"Bloque 11","Bloque 0",0.770813046115508
"Bloque 12","Bloque 0",0.592270129681286
"Bloque 0","Bloque 1",0.571462561501176
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.261703249091688
"Bloque 3","Bloque 1",0.35495302961198
"Bloque 4","Bloque 1",0.251804794726258
"Bloque 5","Bloque 1",0.722594153261936
"Bloque 6","Bloque 1",0.456132912085155
"Bloque 7","Bloque 1",0.43203712381124
"Bloque 8","Bloque 1",0.661951418028194
"Bloque 9","Bloque 1",0.178901497074805
"Bloque 10","Bloque 1",0.350169237122376
"Bloque 11","Bloque 1",0.753018971694873
"Bloque 12","Bloque 1",0.647781637686352
"Bloque 0","Bloque 2",0.833165810592864
"Bloque 1","Bloque 2",0.261703249091688
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.240199371558361
"Bloque 4","Bloque 2",0.0152528065658776
"Bloque 5","Bloque 2",0.460890904170248
"Bloque 6","Bloque 2",0.211246710013194
"Bloque 7","Bloque 2",0.206333081748218
"Bloque 8","Bloque 2",0.400248168936506
"Bloque 9","Bloque 2",0.440604746166493
"Bloque 10","Bloque 2",0.464922895175995
"Bloque 11","Bloque 2",0.867772629748492
"Bloque 12","Bloque 2",0.762535295739971
"Bloque 0","Bloque 3",0.661880593675945
"Bloque 1","Bloque 3",0.35495302961198
"Bloque 2","Bloque 3",0.240199371558361
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.255452178124238
"Bloque 5","Bloque 3",0.632176121087167
"Bloque 6","Bloque 3",0.365714879910386
"Bloque 7","Bloque 3",0.341619091636472
"Bloque 8","Bloque 3",0.571533385853425
"Bloque 9","Bloque 3",0.319916737723754
"Bloque 10","Bloque 3",0.705122266734356
"Bloque 11","Bloque 3",1.10797200130685
"Bloque 12","Bloque 3",1.00273466729833
"Bloque 0","Bloque 4",0.823267356227434
"Bloque 1","Bloque 4",0.251804794726258
"Bloque 2","Bloque 4",0.0152528065658776
"Bloque 3","Bloque 4",0.255452178124238
"Bloque 4","Bloque 4",0
"Bloque 5","Bloque 4",0.470789358535678
"Bloque 6","Bloque 4",0.226499516579072
"Bloque 7","Bloque 4",0.221585888314096
"Bloque 8","Bloque 4",0.410146623301936
"Bloque 9","Bloque 4",0.430706291801063
"Bloque 10","Bloque 4",0.449670088610118
"Bloque 11","Bloque 4",0.852519823182614
"Bloque 12","Bloque 4",0.747282489174093
"Bloque 0","Bloque 5",1.29405671476311
"Bloque 1","Bloque 5",0.722594153261936
"Bloque 2","Bloque 5",0.460890904170248
"Bloque 3","Bloque 5",0.632176121087167
"Bloque 4","Bloque 5",0.470789358535678
"Bloque 5","Bloque 5",0
"Bloque 6","Bloque 5",0.266461241176781
"Bloque 7","Bloque 5",0.290557029450695
"Bloque 8","Bloque 5",0.0606427352337418
"Bloque 9","Bloque 5",0.901495650336741
"Bloque 10","Bloque 5",0.737165356792824
"Bloque 11","Bloque 5",0.908478349623892
"Bloque 12","Bloque 5",0.803241015615371
"Bloque 0","Bloque 6",1.02759547358633
"Bloque 1","Bloque 6",0.456132912085155
"Bloque 2","Bloque 6",0.211246710013194
"Bloque 3","Bloque 6",0.365714879910386
"Bloque 4","Bloque 6",0.226499516579072
"Bloque 5","Bloque 6",0.266461241176781
"Bloque 6","Bloque 6",0
"Bloque 7","Bloque 6",0.0240957882739146
"Bloque 8","Bloque 6",0.205818505943039
"Bloque 9","Bloque 6",0.63503440915996
"Bloque 10","Bloque 6",0.676169605189189
"Bloque 11","Bloque 6",1.07901933976169
"Bloque 12","Bloque 6",0.973782005753165
"Bloque 0","Bloque 7",1.00349968531242
"Bloque 1","Bloque 7",0.43203712381124
"Bloque 2","Bloque 7",0.206333081748218
"Bloque 3","Bloque 7",0.341619091636472
"Bloque 4","Bloque 7",0.221585888314096
"Bloque 5","Bloque 7",0.290557029450695
"Bloque 6","Bloque 7",0.0240957882739146
"Bloque 7","Bloque 7",0
"Bloque 8","Bloque 7",0.229914294216954
"Bloque 9","Bloque 7",0.610938620886045
"Bloque 10","Bloque 7",0.671255976924213
"Bloque 11","Bloque 7",1.07410571149671
"Bloque 12","Bloque 7",0.968868377488189
"Bloque 0","Bloque 8",1.23341397952937
"Bloque 1","Bloque 8",0.661951418028194
"Bloque 2","Bloque 8",0.400248168936506
"Bloque 3","Bloque 8",0.571533385853425
"Bloque 4","Bloque 8",0.410146623301936
"Bloque 5","Bloque 8",0.0606427352337418
"Bloque 6","Bloque 8",0.205818505943039
"Bloque 7","Bloque 8",0.229914294216954
"Bloque 8","Bloque 8",0
"Bloque 9","Bloque 8",0.840852915102999
"Bloque 10","Bloque 8",0.676522621559082
"Bloque 11","Bloque 8",0.906573240310678
"Bloque 12","Bloque 8",0.801335906302157
"Bloque 0","Bloque 9",0.392561064426371
"Bloque 1","Bloque 9",0.178901497074805
"Bloque 2","Bloque 9",0.440604746166493
"Bloque 3","Bloque 9",0.319916737723754
"Bloque 4","Bloque 9",0.430706291801063
"Bloque 5","Bloque 9",0.901495650336741
"Bloque 6","Bloque 9",0.63503440915996
"Bloque 7","Bloque 9",0.610938620886045
"Bloque 8","Bloque 9",0.840852915102999
"Bloque 9","Bloque 9",0
"Bloque 10","Bloque 9",0.385205529010602
"Bloque 11","Bloque 9",0.788055263583099
"Bloque 12","Bloque 9",0.682817929574578
"Bloque 0","Bloque 10",0.556891357970288
"Bloque 1","Bloque 10",0.350169237122376
"Bloque 2","Bloque 10",0.464922895175995
"Bloque 3","Bloque 10",0.705122266734356
"Bloque 4","Bloque 10",0.449670088610118
"Bloque 5","Bloque 10",0.737165356792824
"Bloque 6","Bloque 10",0.676169605189189
"Bloque 7","Bloque 10",0.671255976924213
"Bloque 8","Bloque 10",0.676522621559082
"Bloque 9","Bloque 10",0.385205529010602
"Bloque 10","Bloque 10",0
"Bloque 11","Bloque 10",0.402849734572497
"Bloque 12","Bloque 10",0.297612400563976
"Bloque 0","Bloque 11",0.770813046115508
"Bloque 1","Bloque 11",0.753018971694873
"Bloque 2","Bloque 11",0.867772629748492
"Bloque 3","Bloque 11",1.10797200130685
"Bloque 4","Bloque 11",0.852519823182614
"Bloque 5","Bloque 11",0.908478349623892
"Bloque 6","Bloque 11",1.07901933976169
"Bloque 7","Bloque 11",1.07410571149671
"Bloque 8","Bloque 11",0.906573240310678
"Bloque 9","Bloque 11",0.788055263583099
"Bloque 10","Bloque 11",0.402849734572497
"Bloque 11","Bloque 11",0
"Bloque 12","Bloque 11",0.273752944456209
"Bloque 0","Bloque 12",0.592270129681286
"Bloque 1","Bloque 12",0.647781637686352
"Bloque 2","Bloque 12",0.762535295739971
"Bloque 3","Bloque 12",1.00273466729833
"Bloque 4","Bloque 12",0.747282489174093
"Bloque 5","Bloque 12",0.803241015615371
"Bloque 6","Bloque 12",0.973782005753165
"Bloque 7","Bloque 12",0.968868377488189
"Bloque 8","Bloque 12",0.801335906302157
