"Bloque","Aplicacion","tProcesamiento","dInicio","dFin"
"Bloque 0","-",0,0,0
"Bloque 1","Aplicacion 1",3.37575978637724,4,8
"Bloque 2","Aplicacion 1",0.821477738916075,3,9
"Bloque 3","Aplicacion 1",1.58693287346852,2,4
"Bloque 4","Aplicacion 1",1.48755787439814,1,5
"Bloque 5","Aplicacion 1",1.33099407269619,2,8
"Bloque 6","Aplicacion 1",1.8052338631859,5,13
"Bloque 1","Aplicacion 2",1.12355018630624,17,27
"Bloque 2","Aplicacion 2",0.440444918628782,15,21
"Bloque 3","Aplicacion 2",0.750052399095148,14,20
"Bloque 4","Aplicacion 2",1.49663887444352,15,19
"Bloque 5","Aplicacion 2",1.70170897982483,16,24
"Bloque 6","Aplicacion 2",0.872581070009619,16,20
"Bloque 1","Aplicacion 3",3.08858413904683,29,35
"Bloque 2","Aplicacion 3",0.229803786892444,29,39
"Bloque 3","Aplicacion 3",3.05745043444539,24,32
"Bloque 4","Aplicacion 3",0.797581697814166,28,34
"Bloque 5","Aplicacion 3",0.19020323054865,31,35
"Bloque 6","Aplicacion 3",3.05661748148279,27,31
"Bloque 1","Aplicacion 4",0.693636757787317,41,43
"Bloque 2","Aplicacion 4",1.70041676843539,40,44
"Bloque 3","Aplicacion 4",0.0316658950118894,35,43
"Bloque 4","Aplicacion 4",0.0158679764717817,43,53
"Bloque 5","Aplicacion 4",0.438879305902529,46,54
"Bloque 6","Aplicacion 4",0.259653358027436,41,45
