"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",-0.755613357813564,-0.494039954196356
"Bloque 2",-0.81864970497823,-0.364199145017541
"Bloque 3",-0.718236941540334,-0.253784850277577
"Bloque 4",-0.786926140394898,-0.297666982281078
"Bloque 5",-0.901011441554715,-0.176029904770804
"Bloque 6",-0.978770801850266,-0.0398867217297053
"Bloque 7",-0.69407343144587,-0.384988923847261
"Bloque 8",-0.919311552052034,0.0105994157938935
"Bloque 9",-0.632252887876881,0.10241136652421
"Bloque 10",-0.969652218680572,-0.227607757411607
"Bloque 11",-0.928404776938727,-0.466271191821785
"Bloque 12",-0.864265212483942,-0.336755638666236
"Bloque 13",-0.799582298663645,-0.251376226578548
"Bloque 14",-0.526589880035609,-0.105726170014852
"Bloque 15",-0.787310001622631,-0.381092019902797
"Bloque 16",-0.677333479717476,0.00755235143085625
"Bloque 17",-0.781437474980273,-0.0363516354495385
"Bloque 18",-0.457086464083709,-0.148420160180911
"Bloque 19",-0.876989899606885,0.0793817331100599
"Bloque 20",-1.15486155675526,-0.0851891070505689
"Bloque 21",-0.889139556656843,-0.50609860747231
"Bloque 22",-0.7404958596147,-0.351439510418692
"Bloque 23",-0.958689695545617,-0.316352174446647
"Bloque 24",-0.803690142572324,-0.311890234899898
"Bloque 25",-0.78726400921198,-0.388554682477026
"Bloque 26",-0.834203896480543,-0.197186800489124
"Bloque 27",-0.822749334709149,-0.151631532810577
"Bloque 28",-0.883454309047911,-0.0815411742439628
"Bloque 29",-0.552772473999305,0.0273983502693674
"Bloque 30",-0.734485666750463,-0.220114960719905
"Bloque 31",0.900922453206625,-0.821343656440799
"Bloque 32",0.593685908721306,-0.806647752534308
"Bloque 33",0.909457797909479,-0.821528880389954
"Bloque 34",0.74142099739533,-0.88249153759863
"Bloque 35",0.744388323390545,-0.900736292511922
"Bloque 36",0.909727574170845,-1.02604713846024
"Bloque 37",0.968893694681935,-0.737819950580579
"Bloque 38",0.814461801932107,-0.895103206251233
"Bloque 39",0.675543012212192,-0.837122854008793
"Bloque 40",0.551546120209672,-0.561944192582122
"Bloque 41",0.482072477005021,-0.985944009796669
"Bloque 42",0.94260437854367,-0.773338760670067
"Bloque 43",0.858123005836605,-0.775124177180241
"Bloque 44",0.550349764878873,-0.792084623950248
"Bloque 45",0.908348024653161,-0.722258230497817
"Bloque 46",0.920072871256516,-0.797139265560055
"Bloque 47",0.866509732166383,-0.991264114078535
"Bloque 48",0.442179028092072,-1.10003257545459
"Bloque 49",1.09949509657279,-0.849505206899619
"Bloque 50",1.00892086445077,-0.862588882454434
"Bloque 51",0.702368447736706,-0.64226469056693
"Bloque 52",0.775974749717489,-0.929361578013491
"Bloque 53",1.28672707966233,-1.16236014396255
"Bloque 54",1.1651466997814,-0.699028034184229
"Bloque 55",0.789043816052357,-0.808069369677709
"Bloque 56",0.765095134954041,-0.763447697102509
"Bloque 57",0.834958191343241,-0.639286080227682
"Bloque 58",0.895038421580836,-0.855723743733728
"Bloque 59",0.901122347739831,-0.798240146223156
"Bloque 60",0.554639736339961,-1.13305963440235
"Bloque 61",-0.211581929197635,-0.759972727648563
"Bloque 62",-0.144419493273568,-0.852544217629113
"Bloque 63",-0.457200285560703,-0.835943367596551
"Bloque 64",-0.552089340281999,-0.707496625069368
"Bloque 65",-0.299510165006103,-0.458049771778858
"Bloque 66",-0.266443714846966,-0.609267582602792
"Bloque 67",-0.235668815587382,-0.936433873687835
"Bloque 68",-0.257258696735002,-0.781759981026815
"Bloque 69",-0.381862486302956,-0.655627631904494
"Bloque 70",-0.172511637070789,-0.652081674056038
"Bloque 71",-0.569284027583914,-0.830387256923402
"Bloque 72",-0.299378201060466,-0.684412448447042
"Bloque 73",-0.36330595635878,-0.669006522684039
"Bloque 74",-0.351531512847876,-0.326366709727511
"Bloque 75",-0.289182784803527,-0.659813674305841
"Bloque 76",-0.258625117596184,-0.677332269299187
"Bloque 77",-0.445519772337526,-0.655246351851236
"Bloque 78",-0.246919987235581,-0.582461957780133
"Bloque 79",-0.30959090298365,-0.710931145362953
"Bloque 80",-0.389538645289466,-0.670718434217315
"Bloque 81",-0.242109952682596,-0.83777363994475
"Bloque 82",-0.347414453566879,-0.828064107523356
"Bloque 83",-0.327304725362628,-0.703510687917061
"Bloque 84",-0.41193954179164,-0.838203487224431
"Bloque 85",-0.245418868749519,-0.86725732777101
"Bloque 86",-0.214973984456301,-0.426265520677498
"Bloque 87",-0.333000639721787,-0.72390813759853
"Bloque 88",-0.202847010377237,-0.77810992980926
"Bloque 89",-0.353035071837034,-0.997430109887392
"Bloque 90",-0.187304714538291,-0.583340430385879
"Bloque 91",-0.040632231116078,0.0163022139920709
"Bloque 92",0.123806271279657,-0.138607694622274
"Bloque 93",-0.122161795478713,-0.0522873162454079
"Bloque 94",-0.0645613549923698,-0.0576044559270967
"Bloque 95",0.144763871299652,0.288599021751935
"Bloque 96",-0.0551801117752098,0.42535552953436
"Bloque 97",-0.163139011849368,-0.105291317391022
"Bloque 98",-0.052785329453617,0.208769824456802
"Bloque 99",0.115073788786712,0.0432038195984979
"Bloque 100",0.0248333632037237,-0.0234698643637797
"Bloque 101",0.0652365003066542,0.0312559535132215
"Bloque 102",0.0576159985367154,0.0357310879511624
"Bloque 103",-0.0412987152883334,-0.19570779868212
"Bloque 104",-0.0585704392933597,0.0843807361194557
"Bloque 105",-0.0934679460793407,0.119783836034914
"Bloque 106",0.246725638708455,0.128721931540118
"Bloque 107",-0.236538713700752,-0.142291361473046
"Bloque 108",-0.147823640198272,0.184350223407689
"Bloque 109",0.0837979398164596,0.259954522563153
"Bloque 110",-0.145723039337804,0.400809681939761
"Bloque 111",0.150649942695048,-0.0344466815598895
"Bloque 112",0.112593316655022,-0.1579833326308
"Bloque 113",-0.0544130942641958,0.0373447955905855
"Bloque 114",0.152926577658623,-0.0687701761273586
"Bloque 115",-0.0739860878974099,0.144789354051289
"Bloque 116",0.26863893984401,0.222619182682975
"Bloque 117",0.0855352724702185,0.0377490603845294
"Bloque 118",0.248111700095483,-0.1193828980117
"Bloque 119",-0.189021575509018,0.263166379934772
"Bloque 120",0.188531420698081,0.349447790240916
"Bloque 121",0.354521345335007,-1.13059910929858
"Bloque 122",0.411954626725247,-0.886635371600614
"Bloque 123",0.505430535928704,-1.06509445701825
"Bloque 124",0.533209121095745,-1.24340888180767
"Bloque 125",0.388851837339773,-0.854321747829135
"Bloque 126",0.340164507276403,-0.964712002932373
"Bloque 127",0.706988218745202,-0.839895395473312
"Bloque 128",0.328559557077998,-0.86507044680845
"Bloque 129",0.460969069042018,-0.96413744370746
"Bloque 130",0.629322004661495,-1.0270800843463
"Bloque 131",0.625138419835356,-1.1124389877515
"Bloque 132",0.471782279349356,-0.687488670925648
"Bloque 133",0.414488014674466,-0.992137223068316
"Bloque 134",0.790206448404252,-0.902455332739494
"Bloque 135",0.470573259343538,-1.18246444948657
