"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",-0.354924724331038,0.107987482821523
"Bloque 2",-0.384948384192305,0.341746472969555
"Bloque 3",-0.072532348847305,0.32588123068947
"Bloque 4",-0.186516986267543,0.185646233526284
"Bloque 5",0.230336115387006,0.321114610802983
"Bloque 6",0.372036177358011,0.405830286632749
"Bloque 7",0.308921385732623,0.446142213982654
"Bloque 8",0.230805643607114,0.507519530371942
"Bloque 9",0.903027900678288,-0.592777543750656
"Bloque 10",0.589438826801556,-0.342024911761379
"Bloque 11",0.728871288643187,-0.699608306589816
"Bloque 12",0.78998468420119,-0.516080568490009
