"Bloque","Aplicacion","tProcesamiento","dInicio","dFin"
"Bloque 0","-",0,0,0
"Bloque 1","Aplicacion 1",2.21952863369993,3,5
"Bloque 2","Aplicacion 1",1.10459971316159,3,7
"Bloque 3","Aplicacion 1",0.482680544729793,2,12
"Bloque 4","Aplicacion 1",1.56221927339211,0,4
"Bloque 5","Aplicacion 1",0.606306129880249,0,10
"Bloque 6","Aplicacion 1",1.16470223797019,0,4
"Bloque 7","Aplicacion 1",1.97715705810115,0,2
"Bloque 8","Aplicacion 1",1.69530029147863,3,11
"Bloque 9","Aplicacion 1",2.66500310075782,3,7
"Bloque 10","Aplicacion 1",2.76796738940216,0,6
"Bloque 11","Aplicacion 1",0.465809122659266,0,4
"Bloque 12","Aplicacion 1",0.907810402289033,4,6
"Bloque 1","Aplicacion 2",2.40693014337423,18,28
"Bloque 2","Aplicacion 2",0.805459633702412,15,21
"Bloque 3","Aplicacion 2",0.104535597218731,15,17
"Bloque 4","Aplicacion 2",3.05051135820079,14,16
"Bloque 5","Aplicacion 2",0.885876022512093,13,17
"Bloque 6","Aplicacion 2",1.45881220905217,12,20
"Bloque 7","Aplicacion 2",2.82102946409418,13,15
"Bloque 8","Aplicacion 2",0.184888388030231,18,24
"Bloque 9","Aplicacion 2",1.87236228859259,18,28
"Bloque 10","Aplicacion 2",2.16593123370081,15,19
"Bloque 11","Aplicacion 2",0.971844756277278,10,16
"Bloque 12","Aplicacion 2",2.70643048676404,18,28
"Bloque 1","Aplicacion 3",0.729072934947908,32,38
"Bloque 2","Aplicacion 3",3.74412500958303,25,31
"Bloque 3","Aplicacion 3",0.783015063405037,26,28
"Bloque 4","Aplicacion 3",0.382429994270205,26,30
"Bloque 5","Aplicacion 3",0.40545882212982,25,29
"Bloque 6","Aplicacion 3",3.07890518132102,25,29
"Bloque 7","Aplicacion 3",0.16910846560001,28,30
"Bloque 8","Aplicacion 3",3.19865558247427,29,33
"Bloque 9","Aplicacion 3",2.36119728816803,30,38
"Bloque 10","Aplicacion 3",0.644076121412218,28,32
"Bloque 11","Aplicacion 3",1.27450416311622,20,30
"Bloque 12","Aplicacion 3",2.34552847284237,32,40
"Bloque 1","Aplicacion 4",2.45397403882468,46,50
"Bloque 2","Aplicacion 4",2.00368999354192,36,42
"Bloque 3","Aplicacion 4",0.609385443897918,39,43
"Bloque 4","Aplicacion 4",0.021554331209793,36,38
"Bloque 5","Aplicacion 4",1.73881763973856,36,40
"Bloque 6","Aplicacion 4",1.53884641551413,39,43
"Bloque 7","Aplicacion 4",0.0746517621446401,39,41
"Bloque 8","Aplicacion 4",0.420833570370451,44,54
"Bloque 9","Aplicacion 4",1.37752795424312,42,44
"Bloque 10","Aplicacion 4",1.63086862336387,41,49
"Bloque 11","Aplicacion 4",3.9523380007525,31,39
"Bloque 12","Aplicacion 4",0.887499889079481,45,55
"Bloque 1","Aplicacion 5",0.384299286045883,56,66
"Bloque 2","Aplicacion 5",1.67685675232333,49,51
"Bloque 3","Aplicacion 5",0.619293642323464,50,56
"Bloque 4","Aplicacion 5",1.73537543463075,49,59
"Bloque 5","Aplicacion 5",1.28310900772957,51,61
"Bloque 6","Aplicacion 5",1.94735914339048,50,52
"Bloque 7","Aplicacion 5",0.478284483961761,52,56
"Bloque 8","Aplicacion 5",0.415157106984407,55,63
"Bloque 9","Aplicacion 5",1.28962269683899,55,63
"Bloque 10","Aplicacion 5",0.2737098318059,53,63
"Bloque 11","Aplicacion 5",2.08859849488434,42,52
"Bloque 12","Aplicacion 5",2.00731186000702,56,60
