"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",0.646365767530902,0.655110383141994
"Bloque 2",0.879634290794581,0.542874051917923
"Bloque 3",0.703711532338633,0.243172777432577
"Bloque 4",0.803591416913662,0.578994998267033
"Bloque 5",0.90425651896025,0.430802730347426
"Bloque 6",0.707284565543789,0.318459848791262
"Bloque 7",0.768264485291061,0.588614657681911
"Bloque 8",1.06356497701825,0.370373723880218
"Bloque 9",1.14777634634814,0.592012094773336
"Bloque 10",0.905113529819566,0.545922921769851
"Bloque 11",0.681015036599545,0.517089535778506
"Bloque 12",0.85708802420749,0.353105483860863
"Bloque 13",0.86429669843477,0.385032450506828
"Bloque 14",0.830769650228062,0.302545024827284
"Bloque 15",1.0222396962062,0.274616655198892
"Bloque 16",0.637101754534592,0.58069111922316
"Bloque 17",0.889042671009503,0.163392113824109
"Bloque 18",0.897164237213386,0.322565066228457
"Bloque 19",0.694214939650481,0.61384403366236
"Bloque 20",0.583836902156093,0.380909058152944
"Bloque 21",0.901665675801777,0.467980457217344
"Bloque 22",0.794827966727013,0.402281026115653
"Bloque 23",0.372180315627051,0.453331797776747
"Bloque 24",0.50077974831967,0.161910479934102
"Bloque 25",0.691951178164167,0.246744768666973
"Bloque 26",1.11583084575431,0.506383937659691
"Bloque 27",0.655871323114553,0.448517443086673
"Bloque 28",0.764075004159479,0.600094527138554
"Bloque 29",0.690510934704842,0.302364322288343
"Bloque 30",0.891861780950351,0.356490976832535
"Bloque 31",-0.870988445994492,-0.709613383208825
"Bloque 32",-0.718145515913271,-0.646654094630001
"Bloque 33",-0.825292843312823,-0.753472843199361
"Bloque 34",-0.792204351675966,-0.663435192178548
"Bloque 35",-1.05829339695227,-0.722313712767245
"Bloque 36",-1.10814037495954,-0.85316923535009
"Bloque 37",-0.704599979182543,-0.983557568082842
"Bloque 38",-1.00176490456704,-0.971065262351825
"Bloque 39",-0.733041718970701,-0.938943548663816
"Bloque 40",-1.00417522062903,-0.717486554224526
"Bloque 41",-0.724047014274421,-0.668696311427177
"Bloque 42",-0.669137599038263,-0.793931054242164
"Bloque 43",-0.77947271017467,-0.709500114215707
"Bloque 44",-1.07563011656388,-0.754469469571703
"Bloque 45",-0.848904536822799,-0.714916002102528
"Bloque 46",-1.0412964917273,-1.13834169182616
"Bloque 47",-0.759207897887056,-0.782551508909473
"Bloque 48",-0.96490746265775,-1.03464507695035
"Bloque 49",-0.698592299969539,-0.627352346460462
"Bloque 50",-0.833047003631322,-0.825553021444886
"Bloque 51",-0.872903587414236,-0.538880811766386
"Bloque 52",-0.685020087224546,-0.614742721759334
"Bloque 53",-0.422447181836604,-0.735344931983109
"Bloque 54",-1.13324272001416,-0.61620149276382
"Bloque 55",-0.783314592096609,-0.93099940514989
"Bloque 56",-0.745380897151655,-0.626376468529161
"Bloque 57",-1.13070699269648,-0.606728059886882
"Bloque 58",-0.617716886184494,-0.826999000002314
"Bloque 59",-0.785912991524901,-0.93735341954399
"Bloque 60",-1.15053461906619,-1.07256309276182
"Bloque 61",-0.822107133406503,0.41807550154101
"Bloque 62",-0.856289592024968,0.438612653578994
"Bloque 63",-1.22181102216835,0.60629910122162
"Bloque 64",-0.584489389714599,0.570085200416347
"Bloque 65",-0.904654416903225,0.397550427376014
"Bloque 66",-0.600714447255297,0.47920333763014
"Bloque 67",-0.95772049870222,0.446504896636656
"Bloque 68",-1.09520807625525,0.225992233087501
"Bloque 69",-0.963674323833048,0.160645953352053
"Bloque 70",-0.654102759986107,0.39478864383411
"Bloque 71",-0.743185900335119,0.453134073665347
"Bloque 72",-0.869118058561117,0.457700957931663
"Bloque 73",-1.08243401969877,0.280882982706636
"Bloque 74",-1.0737765436287,0.347290200318806
"Bloque 75",-0.921375858999675,0.238415828914924
"Bloque 76",-1.22512878519039,0.400139808039686
