"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",1.11574987381237
"Bloque 2","Bloque 0",1.05401199554147
"Bloque 3","Bloque 0",0.596180918093071
"Bloque 4","Bloque 0",0.838719957489297
"Bloque 5","Bloque 0",1.24814781598831
"Bloque 6","Bloque 0",1.22628439962548
"Bloque 0","Bloque 1",1.11574987381237
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.177222415878112
"Bloque 3","Bloque 1",1.03384399012377
"Bloque 4","Bloque 1",1.27638302951999
"Bloque 5","Bloque 1",0.22593317929723
"Bloque 6","Bloque 1",0.569521005068829
"Bloque 0","Bloque 2",1.05401199554147
"Bloque 1","Bloque 2",0.177222415878112
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.856621574245655
"Bloque 4","Bloque 2",1.09916061364188
"Bloque 5","Bloque 2",0.403155595175341
"Bloque 6","Bloque 2",0.746743420946941
"Bloque 0","Bloque 3",0.596180918093071
"Bloque 1","Bloque 3",1.03384399012377
"Bloque 2","Bloque 3",0.856621574245655
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.242539039396226
"Bloque 5","Bloque 3",1.259777169421
"Bloque 6","Bloque 3",1.6033649951926
"Bloque 0","Bloque 4",0.838719957489297
"Bloque 1","Bloque 4",1.27638302951999
"Bloque 2","Bloque 4",1.09916061364188
"Bloque 3","Bloque 4",0.242539039396226
"Bloque 4","Bloque 4",0
"Bloque 5","Bloque 4",1.50231620881722
"Bloque 6","Bloque 4",1.84590403458882
"Bloque 0","Bloque 5",1.24814781598831
"Bloque 1","Bloque 5",0.22593317929723
"Bloque 2","Bloque 5",0.403155595175341
"Bloque 3","Bloque 5",1.259777169421
"Bloque 4","Bloque 5",1.50231620881722
"Bloque 5","Bloque 5",0
"Bloque 6","Bloque 5",0.343587825771599
"Bloque 0","Bloque 6",1.22628439962548
"Bloque 1","Bloque 6",0.569521005068829
"Bloque 2","Bloque 6",0.746743420946941
"Bloque 3","Bloque 6",1.6033649951926
"Bloque 4","Bloque 6",1.84590403458882
"Bloque 5","Bloque 6",0.343587825771599
"Bloque 6","Bloque 6",0
