"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.915203800929573
"Bloque 2","Bloque 0",0.254254590493546
"Bloque 3","Bloque 0",0.966017707881251
"Bloque 4","Bloque 0",0.27378378859326
"Bloque 5","Bloque 0",0.290462645939104
"Bloque 6","Bloque 0",0.444945908694582
"Bloque 0","Bloque 1",0.915203800929573
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.660949210436027
"Bloque 3","Bloque 1",0.0508139069516771
"Bloque 4","Bloque 1",0.641420012336313
"Bloque 5","Bloque 1",0.909065120918972
"Bloque 6","Bloque 1",1.13780628854787
"Bloque 0","Bloque 2",0.254254590493546
"Bloque 1","Bloque 2",0.660949210436027
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.711763117387704
"Bloque 4","Bloque 2",0.094331470626591
"Bloque 5","Bloque 2",0.329071491014346
"Bloque 6","Bloque 2",0.483554753769824
"Bloque 0","Bloque 3",0.966017707881251
"Bloque 1","Bloque 3",0.0508139069516771
"Bloque 2","Bloque 3",0.711763117387704
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.69223391928799
"Bloque 5","Bloque 3",0.959879027870649
"Bloque 6","Bloque 3",1.18862019549954
"Bloque 0","Bloque 4",0.27378378859326
"Bloque 1","Bloque 4",0.641420012336313
"Bloque 2","Bloque 4",0.094331470626591
"Bloque 3","Bloque 4",0.69223391928799
"Bloque 4","Bloque 4",0
"Bloque 5","Bloque 4",0.267645108582659
"Bloque 6","Bloque 4",0.496386276211552
"Bloque 0","Bloque 5",0.290462645939104
"Bloque 1","Bloque 5",0.909065120918972
"Bloque 2","Bloque 5",0.329071491014346
"Bloque 3","Bloque 5",0.959879027870649
"Bloque 4","Bloque 5",0.267645108582659
"Bloque 5","Bloque 5",0
"Bloque 6","Bloque 5",0.228741167628893
"Bloque 0","Bloque 6",0.444945908694582
"Bloque 1","Bloque 6",1.13780628854787
"Bloque 2","Bloque 6",0.483554753769824
"Bloque 3","Bloque 6",1.18862019549954
"Bloque 4","Bloque 6",0.496386276211552
"Bloque 5","Bloque 6",0.228741167628893
"Bloque 6","Bloque 6",0
