"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",0.868672032751518,0.0144044905115172
"Bloque 2",0.81519173719248,-0.316034873563541
"Bloque 3",0.394880265372865,-0.0177052042465992
"Bloque 4",0.630422073892663,0.118783289037705
"Bloque 5",0.648122374846477,-0.0835755100366022
"Bloque 6",-0.173737957302144,-0.493797375449881
"Bloque 7",-0.0774994242464816,-0.410718154584686
"Bloque 8",-0.145130661766036,-0.396983909103038
"Bloque 9",-0.0573412708537796,-0.323383507098175
"Bloque 10",-0.0962469824897225,-0.464298472370627
"Bloque 11",-0.202041315918569,-0.339468739351716
"Bloque 12",0.2779880866577,-0.67807532734035
"Bloque 13",-0.180427360681538,-0.327763830306753
"Bloque 14",-0.318550589863498,-0.578267413051838
"Bloque 15",0.274752104764859,-0.457794626234603
