"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.883076523263036
"Bloque 2","Bloque 0",1.13122661075602
"Bloque 3","Bloque 0",0.412585469619464
"Bloque 4","Bloque 0",0.749205362930369
"Bloque 5","Bloque 0",0.731697884883079
"Bloque 6","Bloque 0",0.667535332752025
"Bloque 7","Bloque 0",0.488217578831168
"Bloque 8","Bloque 0",0.542114570869074
"Bloque 9","Bloque 0",0.380724777951955
"Bloque 10","Bloque 0",0.560545454860349
"Bloque 11","Bloque 0",0.541510055270285
"Bloque 12","Bloque 0",0.956063413998051
"Bloque 13","Bloque 0",0.508191190988291
"Bloque 14","Bloque 0",0.896818002915336
"Bloque 15","Bloque 0",0.732546730999462
"Bloque 0","Bloque 1",0.883076523263036
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.383919659634097
"Bloque 3","Bloque 1",0.50590146213677
"Bloque 4","Bloque 1",0.342628757385043
"Bloque 5","Bloque 1",0.318529658453161
"Bloque 6","Bloque 1",1.55061185601506
"Bloque 7","Bloque 1",1.3712941020942
"Bloque 8","Bloque 1",1.42519109413211
"Bloque 9","Bloque 1",1.26380130121499
"Bloque 10","Bloque 1",1.44362197812338
"Bloque 11","Bloque 1",1.42458657853332
"Bloque 12","Bloque 1",1.28316376394569
"Bloque 13","Bloque 1",1.39126771425133
"Bloque 14","Bloque 1",1.77989452617837
"Bloque 15","Bloque 1",1.06611904473278
"Bloque 0","Bloque 2",1.13122661075602
"Bloque 1","Bloque 2",0.383919659634097
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.718641141136557
"Bloque 4","Bloque 2",0.619587825901063
"Bloque 5","Bloque 2",0.399528725872942
"Bloque 6","Bloque 2",1.16669219638096
"Bloque 7","Bloque 2",0.987374442460106
"Bloque 8","Bloque 2",1.04127143449801
"Bloque 9","Bloque 2",0.879881641580893
"Bloque 10","Bloque 2",1.05970231848929
"Bloque 11","Bloque 2",1.04066691889922
"Bloque 12","Bloque 2",0.899244104311588
"Bloque 13","Bloque 2",1.00734805461723
"Bloque 14","Bloque 2",1.39597486654427
"Bloque 15","Bloque 2",0.682199385098682
"Bloque 0","Bloque 3",0.412585469619464
"Bloque 1","Bloque 3",0.50590146213677
"Bloque 2","Bloque 3",0.718641141136557
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.372030301804103
"Bloque 5","Bloque 3",0.319112415263615
"Bloque 6","Bloque 3",1.04471039387829
"Bloque 7","Bloque 3",0.865392639957433
"Bloque 8","Bloque 3",0.91928963199534
"Bloque 9","Bloque 3",0.757899839078221
"Bloque 10","Bloque 3",0.937720515986615
"Bloque 11","Bloque 3",0.918685116396551
"Bloque 12","Bloque 3",0.777262301808916
"Bloque 13","Bloque 3",0.885366252114556
"Bloque 14","Bloque 3",1.2739930640416
"Bloque 15","Bloque 3",0.56021758259601
"Bloque 0","Bloque 4",0.749205362930369
"Bloque 1","Bloque 4",0.342628757385043
"Bloque 2","Bloque 4",0.619587825901063
"Bloque 3","Bloque 4",0.372030301804103
"Bloque 4","Bloque 4",0
"Bloque 5","Bloque 4",0.220059100028121
"Bloque 6","Bloque 4",1.41674069568239
"Bloque 7","Bloque 4",1.23742294176154
"Bloque 8","Bloque 4",1.29131993379944
"Bloque 9","Bloque 4",1.12993014088232
"Bloque 10","Bloque 4",1.30975081779072
"Bloque 11","Bloque 4",1.29071541820065
"Bloque 12","Bloque 4",1.14929260361302
"Bloque 13","Bloque 4",1.25739655391866
"Bloque 14","Bloque 4",1.6460233658457
"Bloque 15","Bloque 4",0.932247884400113
"Bloque 0","Bloque 5",0.731697884883079
"Bloque 1","Bloque 5",0.318529658453161
"Bloque 2","Bloque 5",0.399528725872942
"Bloque 3","Bloque 5",0.319112415263615
"Bloque 4","Bloque 5",0.220059100028121
"Bloque 5","Bloque 5",0
"Bloque 6","Bloque 5",1.2320821975619
"Bloque 7","Bloque 5",1.05276444364104
"Bloque 8","Bloque 5",1.10666143567895
"Bloque 9","Bloque 5",0.94527164276183
"Bloque 10","Bloque 5",1.12509231967022
"Bloque 11","Bloque 5",1.10605692008016
"Bloque 12","Bloque 5",0.964634105492525
"Bloque 13","Bloque 5",1.07273805579817
"Bloque 14","Bloque 5",1.46136486772521
"Bloque 15","Bloque 5",0.747589386279619
"Bloque 0","Bloque 6",0.667535332752025
"Bloque 1","Bloque 6",1.55061185601506
"Bloque 2","Bloque 6",1.16669219638096
"Bloque 3","Bloque 6",1.04471039387829
"Bloque 4","Bloque 6",1.41674069568239
"Bloque 5","Bloque 6",1.2320821975619
"Bloque 6","Bloque 6",0
"Bloque 7","Bloque 6",0.179317753920857
"Bloque 8","Bloque 6",0.125420761882951
"Bloque 9","Bloque 6",0.28681055480007
"Bloque 10","Bloque 6",0.106989877891676
"Bloque 11","Bloque 6",0.18263199471459
"Bloque 12","Bloque 6",0.636003995850314
"Bloque 13","Bloque 6",0.172722948522521
"Bloque 14","Bloque 6",0.229282670163311
"Bloque 15","Bloque 6",0.484492811282281
"Bloque 0","Bloque 7",0.488217578831168
"Bloque 1","Bloque 7",1.3712941020942
"Bloque 2","Bloque 7",0.987374442460106
"Bloque 3","Bloque 7",0.865392639957433
"Bloque 4","Bloque 7",1.23742294176154
"Bloque 5","Bloque 7",1.05276444364104
"Bloque 6","Bloque 7",0.179317753920857
"Bloque 7","Bloque 7",0
"Bloque 8","Bloque 7",0.0813654830012026
"Bloque 9","Bloque 7",0.107492800879213
"Bloque 10","Bloque 7",0.0723278760291817
"Bloque 11","Bloque 7",0.195791306905058
"Bloque 12","Bloque 7",0.622844683659846
