"Bloque","x","y"
"Bloque 0",0,0
"Bloque 1",-0.0281358282323771,-0.60603615815629
"Bloque 2",-0.0546991163450362,-0.366876301873421
"Bloque 3",-0.15816367346259,-0.691350596031749
"Bloque 4",-0.11898591603139,-0.255213072794673
"Bloque 5",-0.659063951959863,-0.681162112081216
"Bloque 6",-0.546238819724932,-0.648970540049029
"Bloque 7",-0.646767641951293,-0.563330578345705
"Bloque 8",-0.805928940170092,-0.748269213336625
"Bloque 9",-0.0786685412806906,-0.419568967482897
"Bloque 10",-0.239371318604585,-0.163955160800801
"Bloque 11",-0.260630229749138,-0.668769960915758
"Bloque 12",-0.217255893015932,-0.473942397187382
