"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.634171986388667
"Bloque 2","Bloque 0",0.421575418218457
"Bloque 3","Bloque 0",0.849514269494339
"Bloque 4","Bloque 0",0.374198988826063
"Bloque 5","Bloque 0",1.34022606404108
"Bloque 6","Bloque 0",1.19520935977396
"Bloque 7","Bloque 0",1.210098220297
"Bloque 8","Bloque 0",1.55419815350672
"Bloque 9","Bloque 0",0.498237508763588
"Bloque 10","Bloque 0",0.403326479405386
"Bloque 11","Bloque 0",0.929400190664895
"Bloque 12","Bloque 0",0.691198290203313
"Bloque 0","Bloque 1",0.634171986388667
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.265723144395529
"Bloque 3","Bloque 1",0.215342283105672
"Bloque 4","Bloque 1",0.441673173160631
"Bloque 5","Bloque 1",0.706054077652412
"Bloque 6","Bloque 1",0.561037373385293
"Bloque 7","Bloque 1",0.6613373935295
"Bloque 8","Bloque 1",0.920026167118049
"Bloque 9","Bloque 1",0.236999903721706
"Bloque 10","Bloque 1",0.653316487727697
"Bloque 11","Bloque 1",0.295228204276228
"Bloque 12","Bloque 1",0.321213825752463
"Bloque 0","Bloque 2",0.421575418218457
"Bloque 1","Bloque 2",0.265723144395529
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.427938851275882
"Bloque 4","Bloque 2",0.175950028765102
"Bloque 5","Bloque 2",0.918650645822623
"Bloque 6","Bloque 2",0.773633941555504
"Bloque 7","Bloque 2",0.788522802078541
"Bloque 8","Bloque 2",1.13262273528826
"Bloque 9","Bloque 2",0.076662090545131
"Bloque 10","Bloque 2",0.387593343332168
"Bloque 11","Bloque 2",0.507824772446439
"Bloque 12","Bloque 2",0.269622871984857
"Bloque 0","Bloque 3",0.849514269494339
"Bloque 1","Bloque 3",0.215342283105672
"Bloque 2","Bloque 3",0.427938851275882
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.475315280668276
"Bloque 5","Bloque 3",0.511088762447805
"Bloque 6","Bloque 3",0.430455202245061
"Bloque 7","Bloque 3",0.616623986174746
"Bloque 8","Bloque 3",0.704683884012377
"Bloque 9","Bloque 3",0.351276760730751
"Bloque 10","Bloque 3",0.608603080372942
"Bloque 11","Bloque 3",0.125047191402539
"Bloque 12","Bloque 3",0.276500418397709
"Bloque 0","Bloque 4",0.374198988826063
"Bloque 1","Bloque 4",0.441673173160631
"Bloque 2","Bloque 4",0.175950028765102
"Bloque 3","Bloque 4",0.475315280668276
"Bloque 4","Bloque 4",0
"Bloque 5","Bloque 4",0.966027075215016
"Bloque 6","Bloque 4",0.821010370947898
"Bloque 7","Bloque 4",0.835899231470935
"Bloque 8","Bloque 4",1.17999916468065
"Bloque 9","Bloque 4",0.204673269438925
"Bloque 10","Bloque 4",0.211643314567066
"Bloque 11","Bloque 4",0.555201201838832
"Bloque 12","Bloque 4",0.31699930137725
"Bloque 0","Bloque 5",1.34022606404108
"Bloque 1","Bloque 5",0.706054077652412
"Bloque 2","Bloque 5",0.918650645822623
"Bloque 3","Bloque 5",0.511088762447805
"Bloque 4","Bloque 5",0.966027075215016
"Bloque 5","Bloque 5",0
"Bloque 6","Bloque 5",0.145016704267119
"Bloque 7","Bloque 5",0.130127843744081
"Bloque 8","Bloque 5",0.213972089465637
"Bloque 9","Bloque 5",0.841988555277492
"Bloque 10","Bloque 5",0.936899584635693
"Bloque 11","Bloque 5",0.410825873376184
"Bloque 12","Bloque 5",0.649027773837766
"Bloque 0","Bloque 6",1.19520935977396
"Bloque 1","Bloque 6",0.561037373385293
"Bloque 2","Bloque 6",0.773633941555504
"Bloque 3","Bloque 6",0.430455202245061
"Bloque 4","Bloque 6",0.821010370947898
"Bloque 5","Bloque 6",0.145016704267119
"Bloque 6","Bloque 6",0
"Bloque 7","Bloque 6",0.186168783929685
"Bloque 8","Bloque 6",0.358988793732756
"Bloque 9","Bloque 6",0.696971851010373
"Bloque 10","Bloque 6",0.791882880368575
"Bloque 11","Bloque 6",0.305408010842522
"Bloque 12","Bloque 6",0.504011069570647
"Bloque 0","Bloque 7",1.210098220297
"Bloque 1","Bloque 7",0.6613373935295
"Bloque 2","Bloque 7",0.788522802078541
"Bloque 3","Bloque 7",0.616623986174746
"Bloque 4","Bloque 7",0.835899231470935
"Bloque 5","Bloque 7",0.130127843744081
"Bloque 6","Bloque 7",0.186168783929685
"Bloque 7","Bloque 7",0
"Bloque 8","Bloque 7",0.344099933209719
"Bloque 9","Bloque 7",0.71186071153341
"Bloque 10","Bloque 7",0.806771740891612
"Bloque 11","Bloque 7",0.491576794772207
"Bloque 12","Bloque 7",0.518899930093685
"Bloque 0","Bloque 8",1.55419815350672
"Bloque 1","Bloque 8",0.920026167118049
"Bloque 2","Bloque 8",1.13262273528826
"Bloque 3","Bloque 8",0.704683884012377
"Bloque 4","Bloque 8",1.17999916468065
