"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.289410331111399
"Bloque 2","Bloque 0",0.572463105841739
"Bloque 3","Bloque 0",0.663406080156203
"Bloque 4","Bloque 0",0.361789220920939
"Bloque 5","Bloque 0",0.362564925377373
"Bloque 6","Bloque 0",0.712265011078931
"Bloque 7","Bloque 0",0.272405349940952
"Bloque 8","Bloque 0",0.58711188104362
"Bloque 9","Bloque 0",0.645078618882804
"Bloque 10","Bloque 0",0.431787517946098
"Bloque 11","Bloque 0",0.872035333802161
"Bloque 12","Bloque 0",1.0840719533971
"Bloque 13","Bloque 0",1.02167013615894
"Bloque 14","Bloque 0",1.26602770262075
"Bloque 15","Bloque 0",0.494422253468809
"Bloque 16","Bloque 0",0.301434071003631
"Bloque 17","Bloque 0",0.380606662917835
"Bloque 18","Bloque 0",0.296356578847003
"Bloque 19","Bloque 0",0.530246170904185
"Bloque 20","Bloque 0",0.300910238803139
"Bloque 21","Bloque 0",0.260585509325743
"Bloque 22","Bloque 0",1.35449354703578
"Bloque 23","Bloque 0",1.40830275793586
"Bloque 24","Bloque 0",1.51753514581391
"Bloque 25","Bloque 0",1.30018179569595
"Bloque 26","Bloque 0",1.43041681194595
"Bloque 27","Bloque 0",1.29793114377607
"Bloque 28","Bloque 0",1.39558707054495
"Bloque 29","Bloque 0",0.506889183447436
"Bloque 30","Bloque 0",0.205258859193363
"Bloque 31","Bloque 0",0.460035162846897
"Bloque 32","Bloque 0",0.460945331278988
"Bloque 33","Bloque 0",0.718923577132132
"Bloque 34","Bloque 0",0.471685814447857
"Bloque 35","Bloque 0",0.535140805308118
"Bloque 36","Bloque 0",0.353105369190494
"Bloque 37","Bloque 0",0.250538752751916
"Bloque 38","Bloque 0",0.150207896232175
"Bloque 39","Bloque 0",0.239727875591079
"Bloque 40","Bloque 0",0.302702520816443
"Bloque 41","Bloque 0",0.57552204060367
"Bloque 42","Bloque 0",0.517771772405095
"Bloque 0","Bloque 1",0.289410331111399
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.365528196182162
"Bloque 3","Bloque 1",0.61583072546666
"Bloque 4","Bloque 1",0.503590805961628
"Bloque 5","Bloque 1",0.349541224639297
"Bloque 6","Bloque 1",0.446405121405138
"Bloque 7","Bloque 1",0.358962058544291
"Bloque 8","Bloque 1",0.876522212155019
"Bloque 9","Bloque 1",0.934488949994203
"Bloque 10","Bloque 1",0.721197849057497
"Bloque 11","Bloque 1",1.16144566491356
"Bloque 12","Bloque 1",1.3734822845085
"Bloque 13","Bloque 1",1.31108046727034
"Bloque 14","Bloque 1",1.55543803373215
"Bloque 15","Bloque 1",0.715230496325942
"Bloque 16","Bloque 1",0.59084440211503
"Bloque 17","Bloque 1",0.670016994029234
"Bloque 18","Bloque 1",0.585766909958402
"Bloque 19","Bloque 1",0.819656502015584
"Bloque 20","Bloque 1",0.590320569914539
"Bloque 21","Bloque 1",0.549995840437142
"Bloque 22","Bloque 1",1.06508321592438
"Bloque 23","Bloque 1",1.11889242682446
"Bloque 24","Bloque 1",1.22812481470251
"Bloque 25","Bloque 1",1.01077146458455
"Bloque 26","Bloque 1",1.14100648083455
"Bloque 27","Bloque 1",1.00852081266467
"Bloque 28","Bloque 1",1.10617673943355
"Bloque 29","Bloque 1",0.719948874519273
"Bloque 30","Bloque 1",0.314201870085158
"Bloque 31","Bloque 1",0.394703767300113
"Bloque 32","Bloque 1",0.750355662390388
"Bloque 33","Bloque 1",0.577121992091443
"Bloque 34","Bloque 1",0.418887719420245
"Bloque 35","Bloque 1",0.652919183862045
"Bloque 36","Bloque 1",0.48581421105521
"Bloque 37","Bloque 1",0.377471589168238
"Bloque 38","Bloque 1",0.218880021587433
"Bloque 39","Bloque 1",0.529138206702478
"Bloque 40","Bloque 1",0.444504105857132
"Bloque 41","Bloque 1",0.717323625644359
"Bloque 42","Bloque 1",0.659573357445784
"Bloque 0","Bloque 2",0.572463105841739
"Bloque 1","Bloque 2",0.365528196182162
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.250302529284498
"Bloque 4","Bloque 2",0.516941281643957
"Bloque 5","Bloque 2",0.209898180464366
"Bloque 6","Bloque 2",0.139801905237192
"Bloque 7","Bloque 2",0.300057755900787
"Bloque 8","Bloque 2",1.15957498688536
"Bloque 9","Bloque 2",1.21754172472454
"Bloque 10","Bloque 2",1.00425062378784
"Bloque 11","Bloque 2",1.4444984396439
"Bloque 12","Bloque 2",1.65653505923884
"Bloque 13","Bloque 2",1.59413324200068
"Bloque 14","Bloque 2",1.83849080846249
"Bloque 15","Bloque 2",0.998283271056282
"Bloque 16","Bloque 2",0.873897176845369
