"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",1.0969441058784
"Bloque 2","Bloque 0",0.892766559396451
"Bloque 3","Bloque 0",0.665952904805104
"Bloque 4","Bloque 0",0.482909184365272
"Bloque 0","Bloque 1",1.0969441058784
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.74348732465793
"Bloque 3","Bloque 1",0.550765508007122
"Bloque 4","Bloque 1",0.614034921513124
"Bloque 0","Bloque 2",0.892766559396451
"Bloque 1","Bloque 2",0.74348732465793
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",1.29425283266505
"Bloque 4","Bloque 2",0.878274663069936
"Bloque 0","Bloque 3",0.665952904805104
"Bloque 1","Bloque 3",0.550765508007122
"Bloque 2","Bloque 3",1.29425283266505
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.415978169595116
"Bloque 0","Bloque 4",0.482909184365272
"Bloque 1","Bloque 4",0.614034921513124
"Bloque 2","Bloque 4",0.878274663069936
"Bloque 3","Bloque 4",0.415978169595116
"Bloque 4","Bloque 4",0
