"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",0.420949044930825
"Bloque 2","Bloque 0",0.511150435654503
"Bloque 3","Bloque 0",0.822855700024868
"Bloque 4","Bloque 0",1.05130661492833
"Bloque 5","Bloque 0",1.53480629894056
"Bloque 6","Bloque 0",1.05975537871952
"Bloque 0","Bloque 1",0.420949044930825
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.23959986360475
"Bloque 3","Bloque 1",1.02629100942222
"Bloque 4","Bloque 1",0.989808806627276
"Bloque 5","Bloque 1",1.59630410724161
"Bloque 6","Bloque 1",1.12125318702057
"Bloque 0","Bloque 2",0.511150435654503
"Bloque 1","Bloque 2",0.23959986360475
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",1.1164924001459
"Bloque 4","Bloque 2",0.91447615648882
"Bloque 5","Bloque 2",1.83590397084636
"Bloque 6","Bloque 2",1.36085305062532
"Bloque 0","Bloque 3",0.822855700024868
"Bloque 1","Bloque 3",1.02629100942222
"Bloque 2","Bloque 3",1.1164924001459
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.228450914903458
"Bloque 5","Bloque 3",2.35766199896543
"Bloque 6","Bloque 3",1.88261107874439
"Bloque 0","Bloque 4",1.05130661492833
"Bloque 1","Bloque 4",0.989808806627276
"Bloque 2","Bloque 4",0.91447615648882
"Bloque 3","Bloque 4",0.228450914903458
"Bloque 4","Bloque 4",0
"Bloque 5","Bloque 4",2.58611291386888
"Bloque 6","Bloque 4",2.11106199364785
"Bloque 0","Bloque 5",1.53480629894056
"Bloque 1","Bloque 5",1.59630410724161
"Bloque 2","Bloque 5",1.83590397084636
"Bloque 3","Bloque 5",2.35766199896543
"Bloque 4","Bloque 5",2.58611291386888
"Bloque 5","Bloque 5",0
"Bloque 6","Bloque 5",0.475050920221036
"Bloque 0","Bloque 6",1.05975537871952
"Bloque 1","Bloque 6",1.12125318702057
"Bloque 2","Bloque 6",1.36085305062532
"Bloque 3","Bloque 6",1.88261107874439
"Bloque 4","Bloque 6",2.11106199364785
"Bloque 5","Bloque 6",0.475050920221036
"Bloque 6","Bloque 6",0
