"Bloque1","Bloque2","Distancia"
"Bloque 0","Bloque 0",0
"Bloque 1","Bloque 0",1.04593712376794
"Bloque 2","Bloque 0",1.11347410692509
"Bloque 3","Bloque 0",0.869446887765951
"Bloque 4","Bloque 0",1.55393175313572
"Bloque 5","Bloque 0",0.657503179874877
"Bloque 6","Bloque 0",1.08525367345004
"Bloque 7","Bloque 0",0.935104250121946
"Bloque 8","Bloque 0",0.810505041250911
"Bloque 9","Bloque 0",0.662584877078002
"Bloque 10","Bloque 0",0.622232007368802
"Bloque 11","Bloque 0",0.679873282375835
"Bloque 12","Bloque 0",0.755094618855131
"Bloque 13","Bloque 0",0.885368655466554
"Bloque 14","Bloque 0",1.00251261547438
"Bloque 15","Bloque 0",0.660733780575852
"Bloque 0","Bloque 1",1.04593712376794
"Bloque 1","Bloque 1",0
"Bloque 2","Bloque 1",0.426823492614337
"Bloque 3","Bloque 1",0.262083398054073
"Bloque 4","Bloque 1",0.507994629367774
"Bloque 5","Bloque 1",0.388433943893066
"Bloque 6","Bloque 1",0.321745637842168
"Bloque 7","Bloque 1",0.985110638020999
"Bloque 8","Bloque 1",0.235432082517032
"Bloque 9","Bloque 1",0.750364641938601
"Bloque 10","Bloque 1",0.423705116399141
"Bloque 11","Bloque 1",0.366063841392108
"Bloque 12","Bloque 1",0.290842504912812
"Bloque 13","Bloque 1",0.319440249770345
"Bloque 14","Bloque 1",0.19492431630975
"Bloque 15","Bloque 1",0.385203343192091
"Bloque 0","Bloque 2",1.11347410692509
"Bloque 1","Bloque 2",0.426823492614337
"Bloque 2","Bloque 2",0
"Bloque 3","Bloque 2",0.24402721915914
"Bloque 4","Bloque 2",0.462584634794764
"Bloque 5","Bloque 2",0.474484076712954
"Bloque 6","Bloque 2",0.748569130456505
"Bloque 7","Bloque 2",1.41193413063534
"Bloque 8","Bloque 2",0.633496797237106
"Bloque 9","Bloque 2",1.17718813455294
"Bloque 10","Bloque 2",0.556897196206224
"Bloque 11","Bloque 2",0.433600824549256
"Bloque 12","Bloque 2",0.47513786476382
"Bloque 13","Bloque 2",0.228105451458538
"Bloque 14","Bloque 2",0.621747808924087
"Bloque 15","Bloque 2",0.573742310083981
"Bloque 0","Bloque 3",0.869446887765951
"Bloque 1","Bloque 3",0.262083398054073
"Bloque 2","Bloque 3",0.24402721915914
"Bloque 3","Bloque 3",0
"Bloque 4","Bloque 3",0.684484865369766
"Bloque 5","Bloque 3",0.309743982152689
"Bloque 6","Bloque 3",0.583829035896241
"Bloque 7","Bloque 3",1.24719403607507
"Bloque 8","Bloque 3",0.468756702676841
"Bloque 9","Bloque 3",1.01244803999267
"Bloque 10","Bloque 3",0.392157101645959
"Bloque 11","Bloque 3",0.189573605390116
"Bloque 12","Bloque 3",0.310397770203555
"Bloque 13","Bloque 3",0.0573568517162719
"Bloque 14","Bloque 3",0.457007714363823
"Bloque 15","Bloque 3",0.409002215523717
"Bloque 0","Bloque 4",1.55393175313572
"Bloque 1","Bloque 4",0.507994629367774
"Bloque 2","Bloque 4",0.462584634794764
"Bloque 3","Bloque 4",0.684484865369766
"Bloque 4","Bloque 4",0
"Bloque 5","Bloque 4",0.896428573260839
"Bloque 6","Bloque 4",0.468678079685679
"Bloque 7","Bloque 4",0.949349495840573
"Bloque 8","Bloque 4",0.743426711884806
"Bloque 9","Bloque 4",0.891346876057715
"Bloque 10","Bloque 4",0.931699745766914
"Bloque 11","Bloque 4",0.874058470759882
"Bloque 12","Bloque 4",0.798837134280586
"Bloque 13","Bloque 4",0.668563097669163
"Bloque 14","Bloque 4",0.55141913766134
"Bloque 15","Bloque 4",0.893197972559865
"Bloque 0","Bloque 5",0.657503179874877
"Bloque 1","Bloque 5",0.388433943893066
"Bloque 2","Bloque 5",0.474484076712954
"Bloque 3","Bloque 5",0.309743982152689
"Bloque 4","Bloque 5",0.896428573260839
"Bloque 5","Bloque 5",0
"Bloque 6","Bloque 5",0.42775049357516
"Bloque 7","Bloque 5",0.937450053922383
"Bloque 8","Bloque 5",0.159012720524152
"Bloque 9","Bloque 5",0.702704057839985
"Bloque 10","Bloque 5",0.08241311949327
"Bloque 11","Bloque 5",0.222918444957983
"Bloque 12","Bloque 5",0.0975914389802535
"Bloque 13","Bloque 5",0.367100833868961
"Bloque 14","Bloque 5",0.345009435599499
"Bloque 15","Bloque 5",0.0992582333710278
"Bloque 0","Bloque 6",1.08525367345004
"Bloque 1","Bloque 6",0.321745637842168
"Bloque 2","Bloque 6",0.748569130456505
"Bloque 3","Bloque 6",0.583829035896241
"Bloque 4","Bloque 6",0.468678079685679
"Bloque 5","Bloque 6",0.42775049357516
"Bloque 6","Bloque 6",0
"Bloque 7","Bloque 6",0.663365000178831
"Bloque 8","Bloque 6",0.274748632199127
"Bloque 9","Bloque 6",0.428619004096433
"Bloque 10","Bloque 6",0.463021666081235
"Bloque 11","Bloque 6",0.497003498701535
"Bloque 12","Bloque 6",0.330159054594907
"Bloque 13","Bloque 6",0.641185887612513
"Bloque 14","Bloque 6",0.126821321532418
"Bloque 15","Bloque 6",0.424519892874186
"Bloque 0","Bloque 7",0.935104250121946
"Bloque 1","Bloque 7",0.985110638020999
"Bloque 2","Bloque 7",1.41193413063534
"Bloque 3","Bloque 7",1.24719403607507
"Bloque 4","Bloque 7",0.949349495840573
"Bloque 5","Bloque 7",0.937450053922383
"Bloque 6","Bloque 7",0.663365000178831
"Bloque 7","Bloque 7",0
"Bloque 8","Bloque 7",0.778437333398231
"Bloque 9","Bloque 7",0.272519373043944
"Bloque 10","Bloque 7",0.855036934429113
"Bloque 11","Bloque 7",1.16036849888037
"Bloque 12","Bloque 7",0.936796265871517
"Bloque 13","Bloque 7",1.30455088779134
"Bloque 14","Bloque 7",0.790186321711249
"Bloque 15","Bloque 7",0.838191820551355
"Bloque 0","Bloque 8",0.810505041250911
"Bloque 1","Bloque 8",0.235432082517032
"Bloque 2","Bloque 8",0.633496797237106
"Bloque 3","Bloque 8",0.468756702676841
"Bloque 4","Bloque 8",0.743426711884806
"Bloque 5","Bloque 8",0.159012720524152
"Bloque 6","Bloque 8",0.274748632199127
"Bloque 7","Bloque 8",0.778437333398231
"Bloque 8","Bloque 8",0
"Bloque 9","Bloque 8",0.543691337315833
"Bloque 10","Bloque 8",0.188273033882108
"Bloque 11","Bloque 8",0.381931165482136
"Bloque 12","Bloque 8",0.158358932473286
"Bloque 13","Bloque 8",0.526113554393113
"Bloque 14","Bloque 8",0.192007574223466
"Bloque 15","Bloque 8",0.149771260675059
"Bloque 0","Bloque 9",0.662584877078002
"Bloque 1","Bloque 9",0.750364641938601
"Bloque 2","Bloque 9",1.17718813455294
"Bloque 3","Bloque 9",1.01244803999267
"Bloque 4","Bloque 9",0.891346876057715
"Bloque 5","Bloque 9",0.702704057839985
"Bloque 6","Bloque 9",0.428619004096433
"Bloque 7","Bloque 9",0.272519373043944
"Bloque 8","Bloque 9",0.543691337315833
"Bloque 9","Bloque 9",0
"Bloque 10","Bloque 9",0.620290938346715
"Bloque 11","Bloque 9",0.925622502797968
"Bloque 12","Bloque 9",0.702050269789119
"Bloque 13","Bloque 9",1.06980489170895
"Bloque 14","Bloque 9",0.555440325628851
"Bloque 15","Bloque 9",0.603445824468957
"Bloque 0","Bloque 10",0.622232007368802
"Bloque 1","Bloque 10",0.423705116399141
"Bloque 2","Bloque 10",0.556897196206224
"Bloque 3","Bloque 10",0.392157101645959
"Bloque 4","Bloque 10",0.931699745766914
"Bloque 5","Bloque 10",0.08241311949327
"Bloque 6","Bloque 10",0.463021666081235
"Bloque 7","Bloque 10",0.855036934429113
"Bloque 8","Bloque 10",0.188273033882108
"Bloque 9","Bloque 10",0.620290938346715
"Bloque 10","Bloque 10",0
"Bloque 11","Bloque 10",0.305331564451254
"Bloque 12","Bloque 10",0.132862611486328
"Bloque 13","Bloque 10",0.449513953362231
"Bloque 14","Bloque 10",0.380280608105574
"Bloque 15","Bloque 10",0.0385017732070496
"Bloque 0","Bloque 11",0.679873282375835
"Bloque 1","Bloque 11",0.366063841392108
"Bloque 2","Bloque 11",0.433600824549256
"Bloque 3","Bloque 11",0.189573605390116
"Bloque 4","Bloque 11",0.874058470759882
"Bloque 5","Bloque 11",0.222918444957983
"Bloque 6","Bloque 11",0.497003498701535
"Bloque 7","Bloque 11",1.16036849888037
"Bloque 8","Bloque 11",0.381931165482136
"Bloque 9","Bloque 11",0.925622502797968
"Bloque 10","Bloque 11",0.305331564451254
"Bloque 11","Bloque 11",0
"Bloque 12","Bloque 11",0.223572233008849
"Bloque 13","Bloque 11",0.205495373090719
"Bloque 14","Bloque 11",0.370182177169117
"Bloque 15","Bloque 11",0.322176678329011
"Bloque 0","Bloque 12",0.755094618855131
"Bloque 1","Bloque 12",0.290842504912812
"Bloque 2","Bloque 12",0.47513786476382
"Bloque 3","Bloque 12",0.310397770203555
"Bloque 4","Bloque 12",0.798837134280586
"Bloque 5","Bloque 12",0.0975914389802535
"Bloque 6","Bloque 12",0.330159054594907
"Bloque 7","Bloque 12",0.936796265871517
"Bloque 8","Bloque 12",0.158358932473286
"Bloque 9","Bloque 12",0.702050269789119
"Bloque 10","Bloque 12",0.132862611486328
"Bloque 11","Bloque 12",0.223572233008849
